Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, kfcm, krcm, eCA, kclus, eDLoop
1055, -2.7539, 3.9666, 0.035802, 0.052633, 75.557, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.091814, 0.53547, 0.28107, 0.019454, 12.187, 0.82103, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.096922, 1e-26
1056, -2.7539, 3.9666, 0.035802, 0.061953, 140.39, 3.6475, 121.44, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1057, -2.7543, 3.9666, 0.043998, 0.052633, 140.39, 3.6475, 216.3, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.2451, 41.868, 0.076307, 0.12378,1e-26,2.0937, 0.11212, 1e-26
1058, -2.7547, 4.2868, 0.025635, 0.052633, 140.39, 4.1339, 150.22, 5.2567, 2.8753, 2.0296, 0.14473, 0.79211, 0.28107, 0.019454, 5.1051, 1.5305, 41.868, 0.076307, 0.086922,1e-26,1.8998, 0.11212, 1e-26
1059, -2.7548, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 217.48, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5658, 41.868, 0.076307, 0.086922,1e-26,3.5112, 0.11212, 1e-26
1060, -2.7550, 2.2784, 0.017976, 0.052633, 205.78, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.75389, 0.15425, 0.014122, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11687, 1e-26
1061, -2.7555, 3.9666, 0.038571, 0.052633, 227.14, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.080927, 0.38135, 0.18124, 0.027321, 7.3185, 1.1532, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.11753, 1e-26
1062, -2.7556, 5.3432, 0.035802, 0.069095, 173.82, 2.2295, 106.07, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.16444, 0.019454, 9.9101, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1063, -2.7557, 3.9666, 0.035802, 0.052633, 182.24, 3.6475, 150.22, 6.1938, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.1727, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1064, -2.7557, 5.4245, 0.023947, 0.052633, 126.07, 2.9249, 150.22, 5.2567, 3.722, 1.5942, 0.11108, 0.53547, 0.32335, 0.024057, 7.3465, 1.5305, 37.844, 0.093726, 0.058688,1e-26,3.6728, 0.088401, 1e-26
1065, -2.7558, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 3.5623, 2.8753, 1.5942, 0.089951, 0.79965, 0.28107, 0.019454, 8.2021, 1.5305, 43.806, 0.076307, 0.057381,1e-26,3.5139, 0.11212, 1e-26
1066, -2.7563, 3.9666, 0.035802, 0.052633, 140.39, 3.5831, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087183, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1067, -2.7575, 3.9666, 0.035802, 0.052633, 191.1, 2.9249, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.30308, 0.43207, 0.013189, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.18785, 1e-26
1068, -2.7577, 3.9666, 0.035802, 0.052633, 140.39, 2.9249, 121.75, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 6.6223, 1.7924, 37.844, 0.087074, 0.084015,1e-26,3.5139, 0.14683, 1e-26
1069, -2.7583, 3.3319, 0.035802, 0.052633, 140.39, 3.108, 150.22, 3.8085, 1.8248, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1070, -2.7587, 3.9666, 0.035802, 0.052633, 140.39, 4.8313, 150.22, 5.2567, 2.8753, 1.88, 0.21603, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1071, -2.7588, 3.9666, 0.035802, 0.052633, 140.39, 1.7645, 150.22, 5.2567, 2.6541, 1.5942, 0.14473, 0.53547, 0.32649, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1072, -2.7590, 3.9666, 0.035802, 0.058162, 209.63, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 25.966, 0.10114, 0.10353,1e-26,4.9129, 0.11212, 1e-26
1073, -2.7594, 3.9666, 0.035802, 0.052633, 140.39, 2.8041, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 6.4953, 1.5305, 37.844, 0.077751, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1074, -2.7596, 3.9666, 0.039065, 0.052633, 144.74, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.08197, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1075, -2.7597, 2.0014, 0.035802, 0.036344, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.38059, 0.019454, 8.2021, 1.5305, 41.868, 0.073334, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1076, -2.7598, 3.9097, 0.035802, 0.052633, 140.39, 2.9249, 121.85, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.094302,1e-26,3.5139, 0.14683, 1e-26
1077, -2.7604, 3.9666, 0.035802, 0.052633, 144.54, 3.6475, 219.56, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1078, -2.7604, 4.1998, 0.035802, 0.052633, 140.39, 3.6475, 168.46, 5.2567, 2.0455, 1.5942, 0.14473, 0.7094, 0.37964, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1079, -2.7610, 4.4625, 0.035802, 0.052633, 140.39, 2.4233, 150.22, 5.2567, 2.8753, 1.4268, 0.10207, 0.53547, 0.34189, 0.024345, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.2137, 0.11212, 1e-26
1080, -2.7612, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 180.78, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5982, 48.033, 0.087074, 0.069107,1e-26,3.5139, 0.13486, 1e-26
1081, -2.7613, 3.9666, 0.035802, 0.035653, 174.89, 3.794, 150.22, 5.2567, 2.8753, 1.5942, 0.20286, 0.53547, 0.37974, 0.019454, 10.219, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1082, -2.7616, 3.9666, 0.030944, 0.052633, 140.39, 3.6475, 150.22, 5.1911, 2.8753, 1.5942, 0.14473, 0.75956, 0.28107, 0.019454, 8.2021, 1.5305, 48.346, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1083, -2.7618, 3.9666, 0.035802, 0.052633, 140.39, 4.9503, 150.22, 5.2567, 2.8753, 1.5942, 0.16955, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1084, -2.7625, 3.9666, 0.019861, 0.054409, 190.83, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 2.158, 37.844, 0.077415, 0.069107,1e-26,3.5139, 0.0928, 1e-26
1085, -2.7634, 3.9666, 0.022863, 0.072906, 140.39, 3.6475, 150.22, 6.4832, 2.8753, 1.56, 0.20648, 0.53547, 0.35628, 0.016216, 6.034, 1.5305, 41.868, 0.076307, 0.086922,1e-26,2.0286, 0.11212, 1e-26
1086, -2.7637, 3.9666, 0.035802, 0.052633, 87.929, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.082772, 0.58456, 0.30448, 0.019454, 5.2232, 1.6249, 41.868, 0.076307, 0.050252,1e-26,3.5139, 0.11212, 1e-26
1087, -2.7637, 3.9666, 0.025541, 0.052633, 140.39, 2.9249, 121.89, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.017846, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.6323, 0.091614, 1e-26
1088, -2.7647, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 2.0831, 0.14473, 0.38135, 0.35031, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.15723, 1e-26
1089, -2.7647, 3.9666, 0.035802, 0.052633, 140.39, 1.7735, 150.22, 5.2567, 2.8753, 1.5942, 0.11572, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,4.1363, 0.14683, 1e-26
1090, -2.7648, 3.9666, 0.035802, 0.052633, 202.42, 3.1928, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1091, -2.7649, 3.9666, 0.035802, 0.054438, 140.39, 3.6475, 121, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.41415, 0.010786, 8.2021, 1.5305, 41.868, 0.076307, 0.086118,1e-26,3.5139, 0.11212, 1e-26
1092, -2.7650, 3.9666, 0.035913, 0.052633, 141.78, 3.6475, 150.22, 5.2567, 2.7959, 1.5942, 0.14473, 0.53547, 0.33141, 0.019454, 10.502, 1.4378, 45.662, 0.076307, 0.086922,1e-26,3.5139, 0.12437, 1e-26
1093, -2.7653, 3.9666, 0.035802, 0.053376, 140.39, 3.2978, 150.22, 6.8858, 3.947, 2.3087, 0.14473, 0.53547, 0.36143, 0.025801, 8.2021, 1.5305, 48.801, 0.068187, 0.086922,1e-26,3.5139, 0.10988, 1e-26
1094, -2.7661, 3.9666, 0.035802, 0.073012, 140.39, 3.3432, 150.22, 5.2567, 3.8828, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1095, -2.7663, 3.7871, 0.035802, 0.052633, 173.82, 2.2737, 181.98, 5.2567, 2.8753, 2.3864, 0.14473, 0.38135, 0.32222, 0.019454, 7.3185, 1.8498, 29.287, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1096, -2.7663, 3.9666, 0.031981, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.082178, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.069043, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1097, -2.7664, 3.9666, 0.035802, 0.052633, 140.39, 2.9249, 150.22, 6.4699, 2.9203, 1.5942, 0.14473, 0.53547, 0.32335, 0.020572, 7.3185, 1.5305, 37.844, 0.087074, 0.05,1e-26,3.5139, 0.13773, 1e-26
1098, -2.7670, 3.7017, 0.035802, 0.052633, 140.39, 3.4568, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 27.956, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1099, -2.7670, 5.6472, 0.035802, 0.052633, 140.39, 2.9249, 150.22, 7.0822, 2.8753, 1.7543, 0.090385, 0.53547, 0.21199, 0.02255, 7.3185, 1.5305, 37.844, 0.076457, 0.069107,1e-26,3.5139, 0.11775, 1e-26
1100, -2.7671, 3.9666, 0.019599, 0.074295, 140.39, 3.6475, 160.69, 7.3821, 2.8753, 1.5942, 0.14473, 0.73033, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.11364,1e-26,3.5139, 0.093809, 1e-26
1101, -2.7672, 3.9666, 0.052568, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 2.0975, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1102, -2.7672, 2.4526, 0.049184, 0.052633, 252.89, 2.2737, 150.22, 5.2567, 2.8753, 0.97761, 0.14473, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 55.697, 0.087074, 0.05,1e-26,3.5139, 0.14683, 1e-26
1103, -2.7672, 3.9666, 0.035802, 0.069569, 204.29, 3.2978, 184.13, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.34989, 0.019454, 8.2021, 1.5305, 53.448, 0.075641, 0.060071,1e-26,3.5139, 0.10988, 1e-26
1104, -2.7674, 3.9666, 0.035802, 0.059983, 173.82, 2.2737, 150.22, 5.2567, 2.8753, 1.5942, 0.077785, 0.39086, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.072989,1e-26,3.5139, 0.14683, 1e-26
1105, -2.7677, 3.9666, 0.035802, 0.056744, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.19503, 0.019454, 8.2021, 1.5685, 48.801, 0.073209, 0.086922,1e-26,3.5139, 0.10988, 1e-26
1106, -2.7680, 3.9666, 0.035802, 0.052633, 120.91, 3.2978, 150.22, 5.2567, 2.8753, 1.7414, 0.14473, 0.53547, 0.15321, 0.019454, 8.2021, 1.5305, 48.801, 0.073782, 0.086922,1e-26,3.5139, 0.10988, 1e-26
1107, -2.7686, 3.9666, 0.035802, 0.030178, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.80123, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1108, -2.7689, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 104.97, 5.2567, 2.8753, 1.7334, 0.21621, 0.53547, 0.20534, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.11179,1e-26,4.1775, 0.11212, 1e-26
1109, -2.7691, 3.3265, 0.035802, 0.052633, 110.79, 3.4248, 109.69, 5.2567, 2.8753, 1.5942, 0.14473, 0.53188, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.066209,1e-26,2.841, 0.093301, 1e-26
1110, -2.7694, 3.9666, 0.035802, 0.066009, 140.39, 4.1539, 150.22, 5.2567, 2.8753, 1.5942, 0.13535, 0.40197, 0.28107, 0.019454, 4.8797, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1111, -2.7697, 3.9666, 0.026655, 0.052633, 140.39, 2.8228, 191.95, 5.2567, 1.5311, 1.5942, 0.14473, 0.53547, 0.41372, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1112, -2.7700, 3.9666, 0.053567, 0.052633, 140.39, 2.9249, 150.22, 5.4336, 2.8753, 1.8513, 0.14473, 0.53547, 0.32335, 0.019454, 3.9691, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.19843, 1e-26
1113, -2.7703, 3.9666, 0.043313, 0.052633, 140.39, 2.9249, 120.05, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1114, -2.7705, 3.9666, 0.024345, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 2.3702, 0.20748, 0.53547, 0.28107, 0.014479, 8.2021, 1.0444, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1115, -2.7717, 3.9666, 0.046186, 0.052633, 140.39, 3.3403, 122.67, 3.6434, 2.8753, 1.5942, 0.21309, 0.60898, 0.32335, 0.019454, 7.3185, 0.80821, 45.38, 0.09167, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1116, -2.7725, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 4.2316, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 9.8759, 1.4164, 41.868, 0.076307, 0.11554,1e-26,2.2051, 0.1312, 1e-26
1117, -2.7729, 3.9666, 0.035802, 0.052633, 140.39, 2.9249, 120.02, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.47762, 0.019454, 10.286, 1.5454, 37.844, 0.087074, 0.069107,1e-26,2.1031, 0.14683, 1e-26
1118, -2.7737, 3.9666, 0.035802, 0.052633, 182.11, 4.7021, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1119, -2.7737, 3.9666, 0.035802, 0.052633, 140.39, 2.9249, 150.22, 5.6433, 2.8753, 1.5942, 0.14473, 0.36075, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.05,1e-26,3.6708, 0.14683, 1e-26
1120, -2.7738, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.21391, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.12694, 1e-26
1121, -2.7740, 2.222, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 6.0413, 3.6109, 1.5942, 0.19964, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.10325, 1e-26
1122, -2.7742, 3.9666, 0.035802, 0.050804, 173.78, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.16195, 0.75554, 0.35309, 0.019454, 9.327, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1123, -2.7743, 2.7684, 0.041842, 0.047229, 140.39, 4.7851, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 4.4871, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.090531, 1e-26
1124, -2.7745, 3.9666, 0.04734, 0.052633, 119.18, 3.0828, 162.35, 5.2567, 3.5663, 1.5942, 0.12951, 0.53547, 0.18033, 0.019454, 12.296, 0.84311, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1125, -2.7747, 3.9666, 0.019614, 0.052633, 140.39, 5.0291, 150.57, 5.2567, 2.8753, 1.4745, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1126, -2.7755, 3.9666, 0.035802, 0.052633, 187.78, 3.6475, 150.22, 5.2567, 2.8753, 2.0208, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,4.008, 0.11212, 1e-26
1127, -2.7760, 3.9666, 0.035802, 0.028074, 140.39, 2.9249, 150.22, 5.2567, 2.8753, 1.5942, 0.099245, 0.53547, 0.32335, 0.019454, 7.3185, 1.5526, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1128, -2.7763, 3.9666, 0.035802, 0.052633, 140.39, 3.6865, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.10798, 1e-26
1129, -2.7763, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 1.5942, 0.12598, 0.53547, 0.2429, 0.019454, 8.2021, 1.9582, 48.801, 0.071877, 0.086922,1e-26,3.5139, 0.10988, 1e-26
1130, -2.7766, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.0869, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.15659, 1e-26
1131, -2.7770, 3.9666, 0.033793, 0.052633, 159.95, 3.6475, 138.89, 3.3074, 2.8753, 1.5942, 0.14473, 0.53547, 0.37758, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,4.5915, 0.11212, 1e-26
1132, -2.7770, 4.5474, 0.035802, 0.066936, 140.39, 3.6475, 113.93, 5.2567, 2.8753, 1.5942, 0.14473, 0.5902, 0.28107, 0.019454, 7.0143, 1.4865, 42.319, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1133, -2.7774, 3.9666, 0.035802, 0.052633, 201.34, 2.2737, 150.22, 5.2521, 3.3453, 1.5942, 0.14473, 0.56168, 0.32335, 0.019454, 4.5847, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.12985, 1e-26
1134, -2.7775, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 2.1251, 0.14473, 0.53547, 0.2429, 0.019454, 8.2021, 1.5305, 48.801, 0.069207, 0.086922,1e-26,5.0922, 0.10988, 1e-26
1135, -2.7780, 3.9666, 0.035802, 0.052633, 140.39, 4.8469, 128.38, 5.2567, 3.3282, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 42.161, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1136, -2.7783, 3.9666, 0.031022, 0.052633, 140.39, 2.9249, 150.22, 5.2567, 2.8753, 1.8672, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.2199, 37.844, 0.072791, 0.069107,1e-26,5.2233, 0.14683, 1e-26
1137, -2.7786, 3.9666, 0.035802, 0.052633, 140.39, 4.4055, 150.22, 5.2567, 2.7446, 1.5942, 0.13711, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1138, -2.7786, 3.9666, 0.02677, 0.052633, 140.39, 2.4412, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 9.3714, 1.5305, 41.868, 0.076307, 0.068735,1e-26,3.5139, 0.1612, 1e-26
1139, -2.7787, 3.9666, 0.035802, 0.052633, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.44781, 0.2429, 0.019454, 8.2021, 1.9232, 48.801, 0.075207, 0.066216,1e-26,2.6171, 0.10988, 1e-26
1140, -2.7793, 2.0393, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.025411, 8.2021, 1.5305, 47.488, 0.076307, 0.055411,1e-26,2.3361, 0.11212, 1e-26
1141, -2.7795, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 4.2775, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1142, -2.7799, 3.9666, 0.035802, 0.052633, 136.66, 3.6475, 150.22, 7.5136, 3.1665, 1.4276, 0.14473, 0.70756, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,4.2665, 0.11212, 1e-26
1143, -2.7800, 3.9666, 0.035802, 0.052633, 173.82, 2.2737, 150.22, 5.2567, 2.036, 1.5942, 0.15321, 0.38135, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1144, -2.7800, 3.9666, 0.048825, 0.052633, 140.39, 2.9249, 150.22, 5.2567, 2.8753, 2.381, 0.2069, 0.63114, 0.32335, 0.010598, 7.3185, 1.5305, 37.844, 0.087074, 0.068915,1e-26,3.5139, 0.14683, 1e-26
1145, -2.7801, 3.9666, 0.035802, 0.052633, 140.39, 5.3676, 150.22, 5.2567, 2.8753, 1.5942, 0.17854, 0.53547, 0.28107, 0.019454, 8.2021, 1.6747, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1146, -2.7801, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 5.7375, 2.8753, 1.5942, 0.10486, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1147, -2.7804, 4.0911, 0.035802, 0.06558, 118.34, 4.8902, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11086, 1e-26
1148, -2.7811, 3.9666, 0.042812, 0.052633, 140.39, 3.6475, 150.22, 5.2567, 4.2904, 1.5942, 0.14473, 0.53547, 0.3207, 0.024554, 8.2021, 1.5305, 41.868, 0.076307, 0.060844,1e-26,4.427, 0.11212, 1e-26
1149, -2.7815, 3.9666, 0.035802, 0.041403, 140.39, 3.2978, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.16357, 0.019454, 10.786, 1.5305, 48.801, 0.072575, 0.094887,1e-26,4.5367, 0.10988, 1e-26
1150, -2.7822, 3.9666, 0.035802, 0.052633, 140.39, 3.6475, 110.85, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.27222, 0.019454, 8.2021, 1.6799, 41.868, 0.075486, 0.086922,1e-26,3.6259, 0.11212, 1e-26
1151, -2.7823, 3.9666, 0.053153, 0.052633, 210.21, 3.6475, 150.22, 5.2567, 2.7494, 1.5942, 0.17468, 0.53547, 0.28107, 0.013578, 6.8259, 1.8762, 36.705, 0.076307, 0.12806,1e-26,3.5139, 0.11212, 1e-26
1152, -2.7823, 3.9666, 0.035802, 0.052633, 140.39, 1.6902, 150.22, 5.8095, 2.8753, 1.5942, 0.14473, 0.53547, 0.32335, 0.019454, 7.3185, 1.5305, 37.844, 0.087074, 0.069107,1e-26,3.5139, 0.14683, 1e-26
1153, -2.7826, 3.9666, 0.035802, 0.052633, 140.39, 3.2798, 217.82, 5.5816, 2.8753, 1.5942, 0.14473, 0.53547, 0.29315, 0.019454, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
1154, -2.7828, 3.9666, 0.02555, 0.052633, 140.39, 2.4184, 150.22, 5.2567, 2.8753, 1.5942, 0.14473, 0.53547, 0.28107, 0.021029, 8.2021, 1.3902, 41.868, 0.076307, 0.099832,1e-26,3.5139, 0.11212, 1e-26
1155, -2.7844, 5.2031, 0.035802, 0.052633, 140.39, 3.6475, 150.22, 7.8613, 3.4329, 1.5942, 0.14473, 0.53547, 0.20487, 0.019454, 8.2021, 1.0857, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.15302, 1e-26
1156, -2.7850, 3.9666, 0.037093, 0.052617, 140.39, 3.6475, 180.62, 7.5906, 2.8753, 1.4446, 0.14473, 0.36233, 0.28107, 0.026065, 8.2021, 1.5305, 41.868, 0.076307, 0.086922,1e-26,3.5139, 0.11212, 1e-26
