Rank, Fitness, kfsr, krsr, kfmm, krmm, kf1x, kr1x, kfc, krc, krmmTriCoop, kx2, krx2, S0, R0, X0, X0_stimScale
1947, -0.7204, 0.046393, 0.1831, 7.3449, 52.006, 0.016243, 0.32383, 0.11545, 0.22249, 1.6294, 0.085929, 24.485, 3.6301, 26.035, 18.51, 1
1948, -0.7204, 0.065152, 0.22236, 9.2989, 58.521, 0.016243, 0.4419, 0.1, 0.31922, 1.8833, 0.094832, 14.502, 3.6301, 32.03, 14.364, 1
1949, -0.7207, 0.046393, 0.27063, 7.3449, 69.92, 0.018169, 0.35365, 0.1, 0.39002, 3.1415, 0.059875, 12.996, 3.6301, 26.035, 15.074, 1
1950, -0.7208, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.4419, 0.11545, 0.43561, 1.5556, 0.094832, 16.38, 2.9367, 26.035, 18.51, 1
1951, -0.7208, 0.046393, 0.22236, 7.3449, 69.92, 0.016243, 0.35365, 0.11545, 0.32187, 1.909, 0.059875, 16.38, 3.6301, 26.035, 15.074, 1
1952, -0.7209, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.4419, 0.15605, 0.3223, 1.8833, 0.094832, 16.38, 4.8226, 26.035, 18.51, 1
1953, -0.7212, 0.023861, 0.22236, 10, 69.92, 0.016243, 0.35365, 0.14784, 0.39002, 1.2691, 0.054368, 16.38, 3.6143, 30.041, 19.26, 1
1954, -0.7212, 0.046393, 0.31747, 7.777, 69.92, 0.016243, 0.35365, 0.11545, 0.39002, 3.7428, 0.059875, 18.043, 2.8953, 26.035, 11.302, 1
1955, -0.7213, 0.046393, 0.22236, 7.3449, 69.92, 0.016243, 0.35365, 0.11545, 0.51108, 1.9146, 0.059875, 10.136, 3.6301, 26.035, 15.074, 1
1956, -0.7214, 0.046393, 0.22236, 7.3449, 69.348, 0.016243, 0.35365, 0.11545, 0.39002, 2.5295, 0.059875, 16.38, 4.3098, 35.715, 12.498, 1
1957, -0.7222, 0.034753, 0.17606, 7.3449, 69.92, 0.016243, 0.35365, 0.11545, 0.39002, 1.4973, 0.059875, 16.38, 3.6301, 23.674, 21.888, 1
1958, -0.7224, 0.046393, 0.22236, 7.3449, 58.521, 0.023179, 0.46956, 0.11545, 0.31922, 1.3762, 0.059875, 16.38, 3.6301, 26.035, 18.51, 1
1959, -0.7226, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.4419, 0.11545, 0.31922, 1.8833, 0.094832, 16.38, 3.6301, 29.416, 18.51, 1
1960, -0.7227, 0.046393, 0.18893, 7.777, 69.92, 0.016243, 0.20533, 0.11545, 0.19691, 2.969, 0.059875, 9.482, 4.58, 26.035, 11.302, 1
1961, -0.7227, 0.046393, 0.22236, 7.777, 51.027, 0.010831, 0.34961, 0.14684, 0.39002, 3.7428, 0.030745, 16.38, 3.6301, 26.035, 11.302, 1
1962, -0.7231, 0.038996, 0.22236, 7.3449, 63.491, 0.016243, 0.23438, 0.11545, 0.31922, 1.8833, 0.059875, 24.384, 3.6301, 26.035, 23.247, 1
1963, -0.7232, 0.046393, 0.22236, 7.7496, 59.32, 0.016243, 0.28888, 0.11545, 0.31922, 1.8833, 0.072574, 23.08, 3.6301, 26.035, 22.928, 1
1964, -0.7232, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.4419, 0.11545, 0.31922, 1.8833, 0.073728, 16.38, 3.6301, 26.035, 18.51, 1
1965, -0.7233, 0.046393, 0.22236, 7.777, 69.92, 0.0093884, 0.35365, 0.11545, 0.39002, 3.7428, 0.059875, 16.38, 2.9744, 26.035, 11.302, 1
1966, -0.7235, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.58017, 0.15527, 0.31922, 1.8833, 0.091123, 16.38, 3.6301, 26.035, 18.51, 1
1967, -0.7235, 0.046393, 0.22236, 7.777, 69.92, 0.016243, 0.35365, 0.11545, 0.29631, 3.7428, 0.059875, 17.921, 3.6301, 26.035, 9.2387, 1
1968, -0.7236, 0.046393, 0.25669, 7.3449, 69.92, 0.016243, 0.51169, 0.11545, 0.39002, 2.5295, 0.059875, 16.38, 5.2704, 32.763, 15.074, 1
1969, -0.7236, 0.065152, 0.22236, 7.3449, 58.521, 0.016243, 0.4419, 0.15349, 0.31922, 1.8833, 0.094832, 16.38, 5.0515, 26.035, 18.51, 1
1970, -0.7237, 0.065152, 0.22236, 7.3449, 83.999, 0.0091296, 0.54631, 0.11545, 0.31922, 1.8833, 0.094832, 16.38, 3.6301, 26.035, 18.51, 1
1971, -0.7237, 0.065152, 0.22236, 7.4037, 58.521, 0.016243, 0.4419, 0.1, 0.31922, 1.8833, 0.068931, 16.38, 3.6301, 26.035, 18.51, 1
1972, -0.7237, 0.058358, 0.22236, 7.3449, 55.026, 0.016243, 0.62607, 0.11545, 0.31922, 1.8833, 0.13412, 19.192, 3.6301, 24.89, 18.51, 1
1973, -0.7241, 0.029202, 0.22236, 5.6558, 69.92, 0.016243, 0.35365, 0.12078, 0.37376, 3.7428, 0.059875, 16.38, 4.2241, 26.035, 11.302, 1
1974, -0.7242, 0.025223, 0.22236, 7.3449, 58.521, 0.016243, 0.16254, 0.11545, 0.31922, 1.6314, 0.059875, 16.38, 3.6301, 31.623, 18.51, 1
1975, -0.7242, 0.065869, 0.3019, 10, 58.521, 0.016243, 0.32383, 0.16641, 0.31922, 1.8833, 0.059875, 16.38, 3.6301, 26.035, 18.51, 1
1976, -0.7243, 0.046393, 0.13528, 7.3449, 58.521, 0.016243, 0.32383, 0.11545, 0.1672, 1.8833, 0.059875, 18.229, 4.7685, 26.035, 18.51, 1
