Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, C0, kfcm, krcm, eCA, kclus, eDLoop
5313, -91.1503, 0.62749, 0.015187, 1.5852, 5.9653, 0.33097, 33.248, 0.0021786, 4.3843, 0.0018039, 21.971, 0.33993, 0.031002, 0.1158, 4.6161, 0.067948, 31.053, 82.709,0.12088, 1e-26,1.3298,0.07731, 1e-26, 0.028816
5314, -91.5543, 0.011084, 0.12202, 0.64635, 0.35431, 7.6995, 494.57, 0.0011809, 526.71, 0.0046646, 0.26432, 0.0073274, 0.01569, 0.73604, 11.887, 0.91443, 14.819, 75.361,0.39277, 1e-26,24.82,0.0064605, 1e-26, 0.043033
5315, -91.5783, 3.4086, 79.162, 0.80813, 2.8464, 0.0041012, 0.20728, 1.3404, 2.8624, 3.9534, 0.12696, 0.077833, 2.1467, 0.0557, 9.8335, 0.001994, 325.96, 0.35967,0.068117, 1e-26,27.696,0.074173, 1e-26, 1.0472
5316, -91.8511, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 29.309, 1.5289, 5.5613, 0.64513, 2.7481, 0.19042, 329.13, 1.9848,1.355, 1e-26,575.57,2.6379, 1e-26, 4.8695
5317, -92.0925, 8.7965, 0.094303, 0.04503, 4.5697, 5.1013, 0.021316, 0.058715, 0.18221, 9.2534, 923.04, 0.0024555, 3.3778, 0.95031, 7.1744, 1.5353, 1.7809, 34.015,0.41332, 1e-26,727.51,1.884, 1e-26, 0.082522
5318, -92.5739, 1.0299, 0.0087504, 0.015641, 0.35374, 1.4983, 0.11909, 0.0023098, 168.85, 0.36302, 32.216, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 3.775,1.355, 1e-26,987.18,2.6985, 1e-26, 4.8695
5319, -92.7106, 1.0299, 0.0087504, 0.015641, 0.44197, 1.0502, 0.081041, 0.0026102, 218.58, 0.39197, 30.797, 1.2379, 4.6024, 0.64513, 2.4317, 0.16116, 535.47, 3.5495,1.3975, 1e-26,987.18,2.6379, 1e-26, 4.7188
5320, -93.0164, 0.29395, 3.1024, 0.16272, 0.94839, 0.57029, 0.27895, 0.048541, 0.55117, 6.2652, 0.11244, 1.8762, 0.16703, 0.022874, 19.279, 0.0048856, 5.1609, 9.4755,0.39979, 1e-26,8.5116,0.7512, 1e-26, 0.37735
5321, -93.2554, 1.428, 0.012156, 0.015641, 0.18847, 0.62845, 0.081041, 0.0026102, 168.85, 0.5727, 37.705, 1.2346, 3.049, 0.3036, 2.7481, 0.16116, 535.47, 1.7047,0.82254, 1e-26,987.18,3.7353, 1e-26, 3.1661
5322, -93.6819, 1.3258, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 29.205, 1.4356, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,987.18,2.2878, 1e-26, 4.8695
5323, -94.3471, 0.07901, 0.002143, 0.010189, 0.013771, 0.047107, 5.8637, 5.1375, 391.96, 0.0012285, 0.022649, 2.0385, 0.0090682, 0.028887, 3.4546, 0.0030068, 16.855, 0.4401,4.2288, 1e-26,0.37972,0.0029891, 1e-26, 0.001547
5324, -94.4596, 1.428, 0.012156, 0.015641, 0.14866, 1.0502, 0.081041, 0.0036992, 168.85, 0.5727, 31.546, 1.2346, 3.049, 0.45433, 2.7481, 0.11935, 798.99, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5325, -94.8097, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.075703, 0.0026102, 191.09, 0.5727, 35.773, 1.3727, 5.5613, 0.34141, 2.7481, 0.19461, 535.47, 2.7236,0.77173, 1e-26,987.18,2.6379, 1e-26, 4.8695
5326, -95.1625, 0.35325, 0.0021504, 0.74333, 70.963, 0.64728, 0.28541, 0.037652, 1.3332, 0.03, 336.2, 3.1034, 0.22044, 0.028956, 1.5918, 0.12784, 0.11611, 1.7385,0.3087, 1e-26,0.44376,0.071714, 1e-26, 0.0011694
5327, -95.5535, 1.8356, 0.012156, 0.015641, 0.18847, 1.0502, 0.081041, 0.0026102, 237.3, 0.5727, 30.993, 1.2346, 1.5428, 0.35783, 2.7481, 0.16116, 368.12, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5328, -95.5537, 0.71907, 0.0015508, 0.048549, 0.02221, 0.1054, 0.011134, 0.31339, 38.229, 0.0039657, 0.014656, 0.0086371, 0.23757, 0.036283, 2.5132, 0.22599, 0.82821, 2.0648,0.86378, 1e-26,83.635,0.0017319, 1e-26, 0.11324
5329, -95.5704, 0.0072882, 828.84, 0.16225, 1.1632, 0.024085, 0.24159, 2.7909, 15.034, 0.067861, 437.1, 0.0070842, 0.10278, 0.042663, 1.5847, 1.787, 50.065, 22.365,0.12206, 1e-26,3.4835,0.033455, 1e-26, 0.0019541
5330, -95.6029, 1.428, 0.012156, 0.015641, 0.18847, 1.0502, 0.10838, 0.0026102, 168.85, 0.5727, 30.532, 1.2346, 3.049, 0.4336, 2.7481, 0.16116, 535.47, 1.7047,1.1023, 1e-26,986.24,3.7353, 1e-26, 4.8695
5331, -95.8203, 1.428, 0.012156, 0.015641, 0.18847, 1.5084, 0.081041, 0.0026102, 131.13, 0.5727, 31.299, 1.2346, 3.049, 0.35783, 2.7481, 0.16116, 535.47, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5332, -95.8470, 1.428, 0.017725, 0.015641, 0.18847, 1.0502, 0.082745, 0.0026102, 168.85, 0.5727, 29.918, 1.2346, 3.049, 0.35783, 2.7481, 0.080639, 535.47, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5333, -95.9582, 0.018529, 5.6724, 6.1999, 30.473, 0.25314, 0.15651, 0.28827, 169.5, 0.27038, 129.31, 0.007604, 0.028043, 0.012093, 59.059, 0.19416, 0.13969, 1.1193,1.3698, 1e-26,0.11541,0.11194, 1e-26, 0.076575
5334, -95.9754, 1.9831, 0.012156, 0.015641, 0.18847, 0.70841, 0.081041, 0.0026102, 151.69, 0.5727, 28.71, 1.2346, 3.049, 0.35783, 2.7481, 0.16116, 535.47, 1.3138,1.5798, 1e-26,987.18,3.6621, 1e-26, 4.8695
5335, -96.4203, 0.11376, 480.71, 0.011114, 1.7194, 0.0038207, 2.3699, 1.242, 32.554, 0.08366, 143.01, 6.6661, 0.13192, 0.36391, 8.3311, 0.017064, 3.8987, 23.98,0.14995, 1e-26,187.76,0.0091388, 1e-26, 0.021037
5336, -96.5162, 0.0056727, 0.0012952, 3.3092, 0.020926, 0.010376, 323.46, 0.017492, 4.0578, 0.073743, 0.38421, 0.10029, 0.0071919, 0.48975, 13.827, 0.0030108, 0.65294, 0.72472,0.63908, 1e-26,0.24232,0.001778, 1e-26, 1.1102
5337, -96.6418, 1.0299, 0.0087504, 0.01, 0.35374, 1.0502, 0.081041, 0.0026102, 156.47, 0.39197, 26.066, 1.2379, 4.3865, 0.7624, 2.9566, 0.16116, 715.21, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
5338, -96.7612, 0.12049, 10.431, 0.11069, 2.0681, 0.17309, 1.9776, 0.59591, 6.6326, 0.015798, 0.02661, 4.1642, 0.02516, 0.018158, 18.635, 0.0031858, 2997.6, 1.5805,5.9968, 1e-26,3.6485,0.004008, 1e-26, 2.8917
5339, -96.8797, 0.68864, 0.0027667, 0.051951, 16.058, 0.064514, 0.47078, 0.0041825, 147.9, 0.025112, 0.12615, 0.0017495, 0.25419, 0.034804, 34.483, 0.0080806, 0.32229, 9.4133,3.4415, 1e-26,431.79,0.25712, 1e-26, 0.0033866
5340, -97.0211, 0.0025933, 1.3252, 1.2642, 0.1607, 2.3318, 22.174, 0.8112, 1.4236, 0.24352, 917.79, 0.0075033, 0.035645, 0.12566, 18.901, 0.018457, 707.43, 96.341,1.12, 1e-26,53.672,0.39894, 1e-26, 0.0013569
5341, -97.0676, 0.041757, 30.56, 0.55675, 32.679, 0.21813, 57.778, 0.86954, 0.11732, 0.29683, 39.739, 0.055914, 0.085289, 0.036465, 5.0485, 0.6717, 7.1958, 1.7816,0.15783, 1e-26,6.6872,0.041674, 1e-26, 0.89656
5342, -97.3360, 1.0299, 0.0087504, 0.015641, 0.23439, 0.84931, 0.081041, 0.0026102, 168.85, 0.39197, 48.525, 1.2379, 4.6024, 0.64513, 2.9566, 0.1426, 535.47, 3.9362,1.355, 1e-26,987.18,2.3926, 1e-26, 2.5087
5343, -97.5693, 0.0099666, 6.2874, 0.43565, 0.013153, 1.162, 2.3737, 3.1966, 893.45, 6.6102, 0.012762, 1.9636, 0.026967, 0.56764, 28.614, 0.061438, 215.08, 4.0867,0.054762, 1e-26,0.30057,5.0174, 1e-26, 0.099127
5344, -98.0734, 2.2883, 2.3386, 0.056178, 4.5066, 0.29295, 34.364, 9.7544, 5.3052, 1.1942, 8.6837, 2.75, 0.045617, 0.80215, 14.463, 0.015564, 0.62859, 5.7579,0.22261, 1e-26,0.5281,0.0023488, 1e-26, 0.31963
5345, -98.1086, 0.12746, 90.621, 0.33791, 14.359, 2.6082, 0.5946, 2.6811, 0.010774, 6.5827, 25.899, 9.2592, 0.06742, 0.011919, 2.4376, 0.15799, 1.9665, 52.642,4.2676, 1e-26,1.617,0.080727, 1e-26, 1.2396
5346, -98.5166, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.11002, 0.0026102, 168.85, 0.5727, 27.347, 1.3727, 5.5613, 0.47887, 2.2745, 0.16116, 326.06, 1.8001,1.7229, 1e-26,987.18,2.6379, 1e-26, 4.8393
5347, -98.9435, 0.0010811, 0.0026473, 0.0684, 4.7492, 0.042634, 154.09, 1.6153, 22.15, 0.0013915, 0.02981, 0.037466, 0.0037503, 0.23338, 5.7838, 0.051171, 0.21678, 2.347,3.7567, 1e-26,40.892,0.0061053, 1e-26, 0.020075
5348, -99.1048, 1.9476, 0.012156, 0.015641, 0.18847, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 30.365, 1.2346, 3.049, 0.39952, 2.7481, 0.16116, 535.47, 1.7047,1.355, 1e-26,987.18,5.1164, 1e-26, 4.8695
5349, -99.1558, 0.0027234, 187.21, 0.8945, 0.31472, 0.0035826, 1.4602, 0.013049, 2.6497, 1.2316, 409.05, 0.32567, 1.0389, 0.038692, 1.6039, 0.71654, 3.9657, 1.5923,3.606, 1e-26,233.58,3.21, 1e-26, 0.0012901
5350, -99.1737, 0.015056, 0.073171, 0.91039, 0.23328, 5.223, 46.726, 0.0046551, 0.10044, 0.0015106, 3.0329, 0.0087695, 5.4874, 0.06559, 5.6357, 0.67076, 166.85, 0.18021,0.54741, 1e-26,209.89,0.0024542, 1e-26, 1.1966
5351, -99.2963, 1.0299, 0.0087504, 0.015641, 0.2613, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 29.748, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,0.68616, 1e-26,987.18,1.5744, 1e-26, 4.8695
5352, -99.4041, 0.30615, 0.003135, 0.27954, 0.040215, 2.3341, 17.576, 0.05461, 9.4039, 0.0078713, 58.706, 1.5377, 0.032192, 0.13711, 2.9126, 0.0016834, 48.48, 4.5642,1.0875, 1e-26,31.346,0.010105, 1e-26, 0.016061
5353, -99.4088, 1.3497, 0.0087504, 0.015641, 0.35374, 0.68331, 0.081041, 0.0026102, 168.85, 0.39197, 29.15, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.0416
5354, -99.5189, 1.428, 0.012156, 0.015641, 0.18847, 1.0063, 0.081041, 0.0026102, 168.85, 0.5727, 30.858, 1.2346, 2.7546, 0.46145, 2.7481, 0.16116, 535.47, 1.7047,1.355, 1e-26,882.13,2.2506, 1e-26, 4.7556
5355, -99.8700, 1.0299, 0.009117, 0.015641, 0.22789, 0.95938, 0.081041, 0.0019744, 223.67, 0.2929, 24.856, 1.2379, 4.6024, 0.64513, 4.0038, 0.16116, 535.47, 3.775,1.355, 1e-26,1000,2.6985, 1e-26, 4.8695
5356, -100.3869, 0.020755, 0.0032417, 0.2971, 14.978, 0.033206, 0.015766, 0.0019747, 0.2818, 8.8145, 0.90041, 0.051674, 0.0024797, 0.030867, 1.524, 0.014607, 4.4308, 1.9027,0.45661, 1e-26,1.5706,9.1492, 1e-26, 0.016735
5357, -100.7863, 1.0695, 0.41768, 0.016777, 0.70312, 2.3794, 0.76661, 1.3695, 3.53, 0.010679, 0.041782, 5.0383, 0.011913, 0.63523, 20.811, 1.6066, 0.17931, 0.90207,5.0061, 1e-26,2.6709,0.0034842, 1e-26, 0.78352
5358, -100.7892, 0.0023553, 0.0024779, 0.10258, 54.062, 0.3641, 0.017988, 0.010268, 1.7275, 0.0011747, 1.8358, 0.0024923, 0.0017437, 0.018564, 26.679, 0.0026584, 7.2387, 55.199,0.057481, 1e-26,98.077,0.07647, 1e-26, 0.055453
5359, -101.1400, 0.0010795, 98.981, 4.597, 0.21528, 6.7168, 0.1385, 0.0023832, 561.72, 0.044457, 175.95, 0.29619, 0.030558, 0.167, 71.841, 1.4973, 852.58, 26.984,4.731, 1e-26,451.11,7.9011, 1e-26, 0.0066833
5360, -101.2416, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.070611, 0.0026102, 168.85, 0.80991, 48.525, 1.3727, 5.5613, 0.75808, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,987.18,3.4783, 1e-26, 2.6829
5361, -101.5488, 0.030735, 8.0345, 0.087821, 0.037941, 0.011101, 95.764, 0.016554, 0.14416, 6.3824, 228.83, 0.22853, 0.0021431, 0.29679, 76.062, 0.050297, 0.69242, 18.822,0.073017, 1e-26,291.1,7.2582, 1e-26, 0.47297
5362, -101.6273, 0.014014, 0.002012, 0.072593, 26.171, 1.2241, 821.94, 1.1878, 0.038909, 0.002909, 30.408, 3.4188, 0.88508, 0.010839, 3.2708, 0.0010638, 59.726, 4.669,1.9416, 1e-26,32.899,0.0078747, 1e-26, 0.0018595
5363, -101.6481, 0.0095125, 17.249, 1.5725, 0.033409, 0.57309, 0.66954, 0.62223, 71.771, 0.057211, 0.39272, 3.3558, 1.2211, 0.022171, 4.3445, 0.001663, 0.29706, 80.278,2.8571, 1e-26,5.6098,0.0095893, 1e-26, 0.0055597
5364, -101.7353, 0.77988, 0.5571, 0.059945, 0.58576, 0.11954, 0.45356, 0.28987, 17.568, 1.1769, 189.96, 0.038271, 0.35198, 0.012618, 84.949, 0.040115, 2.2977, 28.535,0.43054, 1e-26,879.01,0.38317, 1e-26, 0.067594
5365, -102.1893, 0.0040655, 0.019614, 0.48499, 0.22337, 1.4939, 0.64027, 3.6967, 153.21, 0.016574, 1.8883, 0.02142, 1.2787, 0.040484, 16.571, 0.001426, 2.5072, 0.92218,0.22909, 1e-26,38.484,0.17156, 1e-26, 0.015091
5366, -102.4628, 0.0040745, 1.0093, 0.02337, 5.8979, 1.4795, 7.5034, 0.031074, 0.10926, 6.498, 0.060641, 0.95265, 8.918, 0.037034, 1.5244, 0.36671, 1.8129, 42.851,0.070461, 1e-26,5.0142,0.0013912, 1e-26, 6.3927
5367, -103.0034, 0.38415, 523.94, 0.1626, 0.098048, 0.004441, 152.48, 0.036566, 987.23, 0.46106, 1.8706, 0.051766, 1.5048, 0.013496, 5.6967, 0.38394, 87.337, 31.76,0.38592, 1e-26,873.44,0.28554, 1e-26, 1.3015
5368, -103.1170, 0.18757, 5.8351, 0.83415, 0.061526, 0.74416, 0.1505, 1.1062, 1.3481, 0.026484, 179.69, 0.021811, 0.0030926, 0.11605, 8.6692, 0.040416, 2.9917, 0.78893,0.68434, 1e-26,226.04,0.36025, 1e-26, 0.0030356
5369, -103.1255, 0.21311, 206.64, 0.018587, 0.040993, 1.925, 0.42075, 0.91636, 207.89, 1.6895, 8.6207, 0.64047, 0.010762, 0.165, 4.3168, 0.012635, 15.027, 0.097746,0.11189, 1e-26,14.316,0.6419, 1e-26, 0.35782
5370, -103.3157, 1.3601, 0.0087504, 0.015641, 0.35374, 1.5303, 0.11414, 0.0030816, 168.85, 0.5727, 29.271, 1.3727, 5.5613, 0.64513, 2.6059, 0.16116, 479.35, 1.9848,2.0266, 1e-26,987.18,2.6379, 1e-26, 4.8695
5371, -104.1654, 0.026478, 63.081, 0.64972, 0.74249, 1.5191, 0.41474, 0.002406, 2.2516, 0.21716, 60.73, 0.31434, 0.31451, 0.032175, 4.8737, 0.016558, 8216.4, 0.257,7.4277, 1e-26,5.4318,0.020689, 1e-26, 0.23355
5372, -104.4157, 0.14689, 8.4724, 2.172, 19.241, 0.58782, 0.19886, 7.271, 0.39753, 1.4174, 220.4, 0.64253, 0.34527, 0.015698, 1.216, 0.0045316, 1596.9, 0.15147,0.084871, 1e-26,0.19228,0.50176, 1e-26, 0.032097
5373, -104.4186, 1.1551, 0.010085, 0.018452, 0.65463, 1.4747, 0.24901, 9.4763, 840.85, 3.5959, 0.096264, 1.1418, 3.1694, 0.040774, 2.9179, 0.0029675, 21.796, 49.408,5.1403, 1e-26,1.8231,0.09104, 1e-26, 0.25349
5374, -104.4831, 0.75749, 0.006729, 3.5401, 1.1582, 0.18294, 0.40505, 0.646, 0.46865, 0.029479, 414.86, 2.3214, 8.876, 0.013774, 17.176, 0.0056138, 6.5778, 4.4892,6.2791, 1e-26,303.15,0.44901, 1e-26, 0.0010391
5375, -105.1095, 1.428, 0.012156, 0.015641, 0.18847, 1.1385, 0.081041, 0.0026102, 168.85, 0.5727, 29.974, 1.2346, 3.049, 0.35783, 2.7481, 0.17919, 535.47, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5376, -105.1816, 1.0299, 0.011934, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.39197, 27.26, 1.2837, 3.9774, 0.64513, 2.9566, 0.16116, 535.47, 2.7166,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
5377, -105.2816, 0.72693, 0.0035541, 4.6395, 56.172, 1.3431, 324.18, 0.070222, 0.028263, 0.0010275, 1.4039, 0.0040781, 5.4309, 0.10666, 18.545, 3.858, 28.258, 0.71572,2.8213, 1e-26,126.41,0.132, 1e-26, 3.8495
5378, -105.3613, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 211.58, 0.48277, 26.478, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 700.88, 2.7166,1.355, 1e-26,753.3,2.6379, 1e-26, 6.524
5379, -105.6330, 0.078142, 325.67, 0.014263, 45.595, 0.01232, 0.15432, 0.10942, 124.31, 0.10596, 254.43, 0.045162, 0.04784, 0.044012, 61.777, 0.0012039, 0.16074, 8.3722,0.13051, 1e-26,44.726,5.8322, 1e-26, 0.013548
5380, -105.7221, 1.428, 0.012156, 0.015641, 0.14294, 0.84939, 0.081041, 0.0026102, 149.98, 0.5727, 30.474, 1.2346, 3.049, 0.24881, 2.6559, 0.16116, 535.47, 1.7047,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5381, -106.1697, 1.0299, 0.0087504, 0.015641, 0.2006, 1.4369, 0.092124, 0.0023098, 85.048, 0.38679, 37.809, 1.2379, 4.6024, 0.64513, 2.9566, 0.16116, 535.47, 2.7816,1.355, 1e-26,987.18,2.6985, 1e-26, 2.7881
5382, -106.3311, 1.1844, 0.0087504, 0.015641, 0.35374, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 27.602, 1.6179, 6.195, 0.64513, 2.0344, 0.16116, 535.47, 1.9848,1.355, 1e-26,987.18,2.6379, 1e-26, 4.8695
5383, -106.5960, 0.0079748, 325.93, 6.3401, 0.48702, 0.0042792, 1.2908, 0.0098323, 753.28, 0.023158, 5.424, 2.2727, 0.096051, 0.016567, 28.151, 0.1035, 3.6243, 18.555,0.078867, 1e-26,57.476,0.20096, 1e-26, 4.6957
5384, -106.5973, 0.0036273, 168.56, 0.010562, 7.4356, 0.015429, 3.2379, 0.070482, 237.76, 0.0031959, 1.3061, 0.012441, 0.0095237, 0.37766, 16.733, 0.024442, 5.1605, 1.5597,0.054596, 1e-26,2.4361,0.080082, 1e-26, 0.0018076
5385, -106.7126, 0.0092028, 52.873, 0.49951, 0.042405, 4.1791, 0.25852, 0.26209, 0.010826, 0.0046735, 4.3568, 3.0394, 0.012543, 0.012756, 31.048, 0.027326, 0.22649, 18.64,2.5749, 1e-26,249.23,0.0071437, 1e-26, 0.67871
5386, -106.7195, 0.54591, 332.83, 0.55, 6.4372, 2.427, 0.015943, 0.27568, 0.013021, 4.4519, 95.08, 0.0063063, 0.0055086, 0.090965, 8.9596, 0.45243, 1772.4, 0.12932,0.94666, 1e-26,1.3891,6.3531, 1e-26, 3.3373
5387, -107.5365, 0.0065653, 0.0020063, 5.5055, 52.019, 0.016165, 11.617, 6.3277, 0.016674, 0.0023447, 1.8602, 0.0010491, 0.33339, 0.045751, 4.2662, 0.030732, 2.2148, 0.076729,0.086298, 1e-26,0.93828,0.57468, 1e-26, 0.0016019
5388, -107.6419, 0.0035547, 0.0010803, 0.010416, 77.783, 0.0074977, 39.273, 0.0014806, 0.34892, 0.15029, 4.4187, 0.0019979, 0.14792, 0.75545, 3.5153, 0.14634, 14.739, 3.5302,0.81845, 1e-26,3.7803,0.039039, 1e-26, 1.1754
5389, -107.6589, 1.0299, 0.0097394, 0.02316, 0.52459, 1.0502, 0.081041, 0.0026102, 168.85, 0.55896, 36.933, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,987.18,2.6379, 1e-26, 2.6691
5390, -107.7320, 0.0025576, 0.0045023, 7.8989, 0.27193, 0.0087321, 184.71, 0.014667, 9.053, 0.015343, 118.59, 0.0045016, 0.088642, 0.13621, 1.7644, 0.0037069, 43.401, 0.63049,1.7746, 1e-26,1.6076,0.011394, 1e-26, 0.0049889
5391, -108.2611, 0.0013376, 0.0026682, 2.5731, 0.35658, 0.0022689, 0.66878, 0.16246, 0.91338, 0.15856, 136.34, 0.080266, 0.051394, 0.3432, 33.84, 0.084721, 10.806, 0.27942,0.19685, 1e-26,686.18,0.84806, 1e-26, 0.00129
5392, -108.4136, 1.2509, 2.9965, 0.016645, 17.226, 1.2822, 25.085, 0.29427, 655.93, 0.13416, 0.011158, 1.1175, 0.053255, 0.26391, 15.06, 0.0014887, 5.8908, 0.37499,2.7282, 1e-26,4.0545,0.085108, 1e-26, 6.052
5393, -108.9353, 1.4809, 439.98, 0.55059, 0.52961, 0.10975, 0.036507, 2.3989, 215.58, 0.45693, 286.16, 1.8379, 8.6198, 0.44998, 33.678, 4.9084, 307.96, 4.1512,1.6496, 1e-26,226.2,1.8375, 1e-26, 0.029493
5394, -109.0617, 0.56263, 0.0011895, 1.8005, 11.191, 0.0052356, 344.47, 0.77477, 0.030977, 0.017674, 1.6789, 5.7589, 0.2421, 0.32697, 20.415, 0.0023832, 1.6592, 3.338,3.7851, 1e-26,0.78158,0.026732, 1e-26, 3.4469
5395, -109.2646, 0.0055523, 3.7064, 0.15074, 0.077715, 1.9674, 494.29, 0.03458, 2.5314, 0.0089666, 5.9125, 0.30719, 0.10038, 0.074741, 7.9383, 0.42428, 53.943, 34.179,1.0962, 1e-26,0.12422,0.0063234, 1e-26, 0.95372
5396, -109.2892, 4.7395, 0.11274, 1.6059, 1.2601, 0.012025, 0.030067, 0.38643, 0.49281, 0.050006, 0.020664, 0.074616, 0.050456, 0.010261, 25.219, 0.021071, 1.0865, 0.18898,0.077148, 1e-26,317.48,0.0054197, 1e-26, 0.50949
5397, -109.7218, 1.428, 0.0079497, 0.015641, 0.23939, 1.0502, 0.081041, 0.0030308, 168.85, 0.79939, 48.525, 1.2346, 2.4736, 0.35783, 2.7481, 0.16116, 535.47, 1.7047,1.355, 1e-26,987.18,3.706, 1e-26, 2.8131
5398, -109.7699, 0.0058185, 0.0044519, 0.52554, 0.022245, 1.4471, 0.19233, 0.26459, 2.0258, 3.1948, 0.17967, 0.039429, 0.48115, 0.14167, 6.2065, 0.030893, 0.12764, 27.272,3.3991, 1e-26,12.684,0.001173, 1e-26, 0.5735
5399, -110.2534, 0.1027, 0.006035, 0.81743, 85.98, 0.0064015, 0.042922, 0.002319, 0.81254, 0.014033, 4.3206, 0.069269, 0.030819, 0.044694, 8.5091, 0.0047813, 0.20723, 0.13012,0.19497, 1e-26,74.78,0.95405, 1e-26, 0.0067621
5400, -110.5187, 0.0010546, 6.4852, 0.52822, 2.5337, 0.004186, 0.021122, 0.67791, 0.83072, 0.21547, 6.268, 8.2675, 0.3842, 0.53386, 1.9092, 0.41406, 681.44, 27.558,0.42218, 1e-26,4.5122,2.2402, 1e-26, 0.1208
5401, -110.5630, 1.428, 0.012156, 0.015641, 0.18847, 1.0502, 0.068122, 0.0026102, 213.99, 0.80404, 48.525, 1.2346, 3.049, 0.35783, 2.7481, 0.16116, 535.47, 2.4365,1.355, 1e-26,987.18,3.7353, 1e-26, 4.8695
5402, -110.6342, 0.0034996, 59.449, 0.084713, 8.4897, 0.19384, 0.10004, 0.035636, 0.030926, 0.047012, 0.029763, 2.6149, 0.00849, 0.014875, 1.3437, 0.0029539, 339.1, 0.10145,0.28014, 1e-26,1.1307,0.068433, 1e-26, 0.13015
5403, -110.6613, 0.0026089, 22.54, 0.07532, 6.7667, 0.072072, 1.1719, 0.043319, 1.3075, 0.0098255, 0.012026, 0.98472, 0.002795, 0.11745, 1.0496, 0.0062767, 6.5119, 29.971,2.6159, 1e-26,811.83,0.057578, 1e-26, 0.0029308
5404, -110.9064, 1.0299, 0.0081171, 0.015641, 0.35374, 1.0502, 0.094829, 0.0026102, 168.85, 0.5727, 25.635, 1.3727, 8.0974, 0.37273, 2.7481, 0.16116, 535.47, 1.9848,1.4711, 1e-26,987.18,2.6379, 1e-26, 4.8695
5405, -110.9379, 0.0026016, 0.47525, 0.22665, 0.039847, 0.057153, 0.029313, 1.0179, 639.52, 5.4587, 0.8569, 0.0010816, 0.1132, 0.35654, 60.376, 1.1637, 1.8254, 0.15178,2.7376, 1e-26,0.10614,0.25839, 1e-26, 0.0013976
5406, -111.0166, 0.027582, 3.6648, 0.034438, 1.6556, 0.0048487, 0.61165, 1.9984, 0.15919, 0.0053161, 0.16929, 3.0744, 0.01427, 0.029037, 6.0864, 0.012675, 3215.3, 0.062314,0.078346, 1e-26,526.25,2.2649, 1e-26, 0.030688
5407, -111.4594, 1.5112, 252.67, 7.7232, 12.176, 2.3007, 59.318, 0.032765, 32.181, 0.71565, 606.49, 0.046055, 0.20749, 0.47378, 10.265, 0.86833, 39.221, 1.2423,0.26767, 1e-26,0.63855,0.003192, 1e-26, 0.012964
5408, -111.6488, 1.1103, 0.0087504, 0.015641, 0.33852, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 30.265, 1.3727, 3.3693, 0.78905, 2.7481, 0.16116, 535.47, 1.9848,1.355, 1e-26,630.46,2.6379, 1e-26, 4.8695
5409, -111.6508, 2.034, 0.012156, 0.015641, 0.18847, 1.0502, 0.081041, 0.0026102, 168.85, 0.5727, 25.56, 1.0101, 3.049, 0.35783, 2.7481, 0.16116, 535.47, 1.7047,1.355, 1e-26,681.19,3.7353, 1e-26, 6.605
5410, -111.6615, 1.0299, 0.0087504, 0.015641, 0.35374, 1.0418, 0.081041, 0.0026102, 168.85, 0.70107, 32.399, 1.3727, 5.5613, 0.64513, 2.7481, 0.16116, 656.73, 1.9848,1.355, 1e-26,982.7,2.6379, 1e-26, 4.8695
