Rank, Fitness, kfsr, krsr_nostim, krsr_stim, kfmm, krmm, kfc_nostim, kfc_stim, S0, R0, D1, D1_over_D2
12740, -250.1702, 10, 368.68, 0.62263, 0.049571, 2.8454, 0.055409, 0.021628, 4.3616, 500, 0.05, 5
12741, -250.1753, 10, 5.6611, 0.1, 0.0069149, 0.46522, 0.012084, 0.0049717, 4.7279, 500, 0.085009, 4.4063
12742, -250.1876, 10, 224.24, 0.80593, 0.047522, 2.3965, 0.064859, 0.0070431, 5.248, 500, 0.15357, 5
12743, -250.1879, 10, 320.8, 8.508, 0.31934, 30.859, 0.24438, 0.1268, 2.4938, 156.21, 0.064152, 1.5
12744, -250.2026, 10, 9.8672, 0.2792, 0.0043434, 0.96065, 0.016063, 0.019249, 5.6749, 500, 0.11804, 5
12745, -250.2454, 10, 75.6, 0.51594, 0.02066, 0.25967, 0.0069642, 0.0094952, 10, 417.26, 0.05, 5
12746, -250.2976, 9.5103, 139.29, 0.30235, 0.04937, 0.34421, 0.079095, 0.0055003, 6.0296, 500, 0.093105, 5
12747, -250.3089, 7.539, 69.718, 0.23791, 0.012805, 1.798, 0.057627, 0.017757, 5.8237, 500, 0.12703, 4.2344
12748, -250.3164, 6.0244, 27.11, 0.89798, 0.028742, 0.40794, 0.065662, 0.024772, 3.5033, 414.76, 0.14628, 5
12749, -250.3416, 10, 66.62, 0.39596, 0.021203, 2.3119, 0.013171, 0.010842, 8.8457, 500, 0.12997, 3.9206
12750, -250.3422, 9.0857, 17.334, 0.28106, 0.065491, 3.4509, 0.056085, 0.019045, 6.6907, 500, 0.05, 5
12751, -250.3436, 7.4684, 26.975, 0.33905, 0.018581, 0.079488, 0.05284, 0.014341, 7.9141, 172.33, 0.14408, 2.6281
12752, -250.3480, 10, 95.935, 0.53758, 0.049356, 0.71267, 0.051791, 0.011635, 9.8559, 199.5, 0.061956, 5
12753, -250.3599, 10, 154.54, 0.22416, 0.022125, 0.27353, 0.060816, 0.0060932, 10, 444.21, 0.11622, 3.3814
12754, -250.4236, 10, 282.95, 0.17985, 0.014808, 0.037817, 0.062192, 0.0075132, 10, 295.63, 0.075535, 2.3065
12755, -250.4542, 10, 727.27, 0.52471, 0.01633, 0.27816, 0.017148, 0.008868, 10, 500, 0.104, 3.5614
12756, -250.4687, 3.6495, 190.98, 0.53758, 0.020732, 0.032931, 0.074655, 0.023234, 5.4743, 493.38, 0.05, 4.7076
12757, -250.4792, 10, 51.093, 0.14307, 0.037953, 1.798, 0.076341, 0.010943, 7.4513, 248.09, 0.077999, 3.8938
12758, -250.4795, 10, 425.14, 0.1, 0.054445, 1.2865, 0.068459, 0.0042636, 6.3747, 500, 0.057612, 5
12759, -250.4975, 10, 265.05, 0.28225, 0.012145, 0.50616, 0.074597, 0.0053805, 10, 500, 0.11025, 2.563
12760, -250.5123, 10, 367.63, 0.41354, 0.060026, 0.86462, 0.077608, 0.02101, 5.823, 500, 0.13292, 1.7118
12761, -250.5362, 8.3425, 313.83, 0.59191, 0.047937, 1.4157, 0.021133, 0.017875, 10, 500, 0.14333, 2.277
12762, -250.5511, 10, 234.8, 0.1, 0.017458, 0.012811, 0.017054, 0.014107, 10, 165.7, 0.11548, 3.7298
12763, -250.5634, 9.9702, 130.13, 0.16236, 0.014138, 0.01, 0.0085071, 0.018419, 9.279, 500, 0.15123, 2.1734
12764, -250.5795, 6.1983, 10.075, 0.39986, 0.044328, 0.16338, 0.033999, 0.011057, 8.9211, 500, 0.05, 4.7938
12765, -250.5813, 9.0865, 461.32, 0.14893, 0.018662, 0.18919, 0.038891, 0.016008, 9.4294, 500, 0.13244, 1.5
12766, -250.6130, 10, 427.92, 0.9797, 0.046493, 0.072726, 0.04315, 0.0049495, 10, 500, 0.079201, 5
12767, -250.6475, 7.7542, 201.44, 0.86978, 0.03702, 1.798, 0.085133, 0.0043346, 5.248, 500, 0.074509, 5
12768, -250.7215, 10, 13.203, 0.48695, 0.050053, 0.61365, 0.060581, 0.012697, 9.0148, 500, 0.05, 1.5
12769, -250.7342, 7.6252, 44.259, 0.41006, 0.055037, 8.5546, 0.046441, 0.0085269, 1.2288, 500, 0.1148, 5
12770, -250.7353, 4.2302, 551.48, 0.32595, 0.021064, 0.41352, 0.06165, 0.009385, 10, 500, 0.1252, 3.5614
12771, -250.7416, 10, 195.72, 0.24219, 0.0022606, 1.7177, 0.065341, 0.015119, 3.8185, 500, 0.11241, 5
12772, -250.7689, 9.3833, 161.09, 0.37347, 0.037419, 1.3653, 0.019639, 0.0064582, 9.895, 486.28, 0.15303, 5
12773, -250.7725, 10, 303.16, 0.43836, 0.023584, 0.083753, 0.062214, 0.0072078, 9.2279, 500, 0.05, 4.8976
12774, -250.7797, 8.0737, 612.29, 0.10776, 0.015104, 0.33195, 0.06489, 0.018459, 10, 500, 0.16934, 3.9163
12775, -250.7942, 10, 233.9, 0.41056, 0.094724, 0.07256, 0.014438, 0.01932, 9.2917, 357.1, 0.13483, 1.5
12776, -250.8167, 10, 29.407, 0.28938, 0.017138, 1.9951, 0.071419, 0.020857, 8.2495, 500, 0.096702, 5
12777, -250.8384, 8.6721, 97.097, 0.9915, 0.023413, 3.5277, 0.063432, 0.012411, 1.4913, 500, 0.08477, 5
12778, -250.8557, 10, 333.56, 0.42127, 0.015923, 0.13335, 0.041152, 0.015582, 10, 279.43, 0.16047, 1.8811
12779, -250.8575, 10, 74.374, 0.20004, 0.010159, 1.798, 0.039308, 0.009379, 8.7678, 359.76, 0.11007, 5
12780, -250.8594, 5.6952, 130.86, 0.39627, 0.078203, 2.7199, 0.018706, 0.01728, 4.6874, 500, 0.05, 1.5
12781, -250.8903, 10, 51.143, 0.51048, 0.010011, 0.52951, 0.042425, 0.0056571, 8.9253, 500, 0.096554, 5
12782, -250.9086, 6.0873, 220.9, 0.47727, 0.015522, 0.99412, 0.055777, 0.0047528, 8.7517, 463.67, 0.05, 5
12783, -250.9235, 1.9069, 12.378, 0.11676, 0.023063, 0.19353, 0.066543, 0.015725, 10, 500, 0.075645, 5
12784, -250.9355, 10, 390.26, 27.13, 0.31689, 1.1642, 0.085358, 0.064898, 10, 231.95, 0.050435, 4.2072
12785, -250.9469, 8.4926, 71.497, 0.52804, 0.01857, 1.7806, 0.052867, 0.010819, 4.6874, 500, 0.1325, 3.2205
12786, -250.9477, 10, 211.25, 0.70431, 0.018496, 1.5959, 0.073481, 0.015908, 6.2404, 500, 0.14647, 5
12787, -250.9523, 10, 170.6, 0.53758, 0.058301, 0.971, 0.07647, 0.0055473, 4.7759, 477.33, 0.14624, 5
12788, -250.9568, 10, 145.01, 0.30157, 0.011792, 0.01, 0.042463, 0.018217, 5.9951, 500, 0.098936, 1.5219
12789, -251.0046, 8.2639, 43.972, 0.22666, 0.021097, 0.13103, 0.076135, 0.01251, 7.1733, 490.28, 0.05, 1.5
12790, -251.0097, 6.0933, 247.78, 40.044, 0.90193, 1.3717, 0.04751, 0.03793, 1.4066, 456.3, 0.1656, 5
12791, -251.0137, 4.7415, 108.45, 0.53758, 0.022182, 2.3426, 0.022912, 0.016768, 6.2573, 500, 0.12528, 5
12792, -251.0308, 10, 230.23, 0.37828, 0.022897, 0.50013, 0.013911, 0.0065457, 9.3627, 500, 0.16234, 4.7964
12793, -251.0320, 8.7234, 36.964, 0.35097, 0.26826, 6.6347, 0.07288, 0.0122, 10, 500, 0.12165, 5
12794, -251.0454, 3.2447, 327.09, 0.22896, 0.0038153, 0.095029, 0.061901, 0.016549, 8.9234, 393.52, 0.1468, 4.803
12795, -251.0585, 10, 235.46, 1.0622, 0.012905, 1.696, 0.066662, 0.0083033, 4.9737, 331.69, 0.073546, 1.5
12796, -251.0775, 10, 19.908, 0.15783, 0.0042878, 0.27353, 0.03853, 0.010327, 8.3898, 500, 0.1263, 5
12797, -251.0959, 10, 85.278, 0.1, 0.09307, 1.6695, 0.064339, 0.0058494, 8.9161, 500, 0.082763, 3.3246
12798, -251.0980, 10, 346.35, 0.14059, 0.0075796, 0.40122, 0.059556, 0.0045943, 10, 500, 0.11831, 5
12799, -251.1211, 5.1319, 285.59, 0.43696, 0.040265, 1.8156, 0.063561, 0.0075403, 10, 279.12, 0.08477, 5
12800, -251.1229, 8.1271, 366.1, 0.9525, 0.0047447, 3.3317, 0.077523, 0.012411, 9.1763, 239.71, 0.0668, 5
12801, -251.1298, 10, 168.85, 0.41079, 0.013444, 0.064737, 0.041119, 0.023036, 9.3627, 500, 0.05, 2.5683
12802, -251.1572, 2.2605, 224.24, 0.1, 0.040624, 2.1706, 0.072577, 0.019501, 10, 500, 0.05, 5
12803, -251.1664, 10, 93.752, 0.70491, 0.030753, 0.61682, 0.018579, 0.0082749, 5.4701, 500, 0.14358, 2.1907
12804, -251.1869, 9.5016, 70.056, 0.1, 0.034284, 1.1897, 0.074626, 0.011307, 9.2164, 500, 0.11532, 2.86
12805, -251.2178, 8.6011, 162.06, 0.11007, 0.03758, 0.043524, 0.063683, 0.0094843, 7.3396, 280.26, 0.05, 1.5
12806, -251.2284, 5.6581, 163.98, 0.1, 0.0049592, 0.22619, 0.064175, 0.01229, 10, 500, 0.15607, 5
12807, -251.2991, 4.7701, 520.2, 0.1, 0.019806, 0.14423, 0.043555, 0.01229, 10, 500, 0.13738, 1.5
12808, -251.2994, 10, 173.73, 0.53758, 0.015531, 0.066744, 0.069741, 0.014072, 10, 500, 0.05, 1.992
12809, -251.3196, 10, 289.58, 0.99007, 0.037862, 1.0732, 0.067826, 0.0097495, 9.5409, 498.11, 0.118, 1.5
12810, -251.3354, 5.8896, 32.044, 0.2156, 0.0093839, 0.48737, 0.073222, 0.021299, 8.2518, 500, 0.05, 2.875
12811, -251.3509, 4.4785, 196.21, 0.43697, 0.0017904, 0.46794, 0.023789, 0.019546, 10, 500, 0.086679, 3.5614
12812, -251.3716, 10, 15.283, 0.64273, 0.043715, 1.8772, 0.074421, 0.013795, 4.1855, 500, 0.05, 5
12813, -251.3741, 10, 154.42, 0.48831, 0.015972, 1.919, 0.05584, 0.0049977, 9.0605, 500, 0.08477, 5
12814, -251.4282, 8.3326, 220.95, 0.11571, 0.010721, 0.14688, 0.080383, 0.021469, 8.9737, 100, 0.14862, 4.4109
12815, -251.4329, 10, 111.28, 0.39775, 0.04899, 0.36123, 0.05768, 0.02107, 6.3098, 500, 0.1256, 2.7384
12816, -251.4504, 10, 53.279, 0.68495, 0.034356, 1.7883, 0.012842, 0.024513, 2.8561, 500, 0.095825, 1.5
12817, -251.5392, 5.9554, 254.81, 0.17534, 0.0091585, 0.043448, 0.033665, 0.015251, 7.1261, 203.99, 0.11435, 2.3777
12818, -251.5642, 10, 658.28, 0.24946, 0.016996, 0.38113, 0.018508, 0.011164, 10, 500, 0.05, 4.8384
12819, -251.5808, 10, 15.11, 0.32387, 0.027712, 1.1861, 0.029439, 0.0084791, 2.2578, 334.74, 0.12353, 5
12820, -251.5823, 10, 34.311, 0.1, 0.0098571, 0.18786, 0.05336, 0.015468, 10, 387.72, 0.13821, 4.1396
12821, -251.6095, 10, 237.11, 0.20047, 0.0094523, 0.4768, 0.048018, 0.018047, 5.4687, 500, 0.12634, 1.5195
12822, -251.6196, 10, 49.082, 0.94496, 0.059893, 3.1471, 0.077768, 0.020072, 6.9183, 500, 0.05, 5
12823, -251.6540, 2.1573, 124.62, 21.968, 0.75532, 21.855, 0.23351, 0.054267, 4.929, 205.2, 0.20144, 1.5
12824, -251.6671, 10, 282.95, 0.1, 0.01734, 0.34257, 0.0092352, 0.0071335, 10, 500, 0.052949, 5
12825, -251.6818, 10, 85.101, 0.73878, 0.028954, 0.83382, 0.072246, 0.019862, 7.9304, 500, 0.050568, 5
12826, -251.7657, 10, 271.81, 0.16286, 0.021378, 0.17258, 0.054866, 0.0046328, 10, 500, 0.089456, 5
12827, -251.8089, 10, 144.55, 0.2043, 0.056948, 3.4636, 0.052948, 0.0046793, 5.8226, 500, 0.10754, 5
12828, -251.8412, 10, 424.63, 0.1, 0.039737, 0.46977, 0.04315, 0.0069193, 5.3642, 357.15, 0.05, 1.6783
12829, -251.8820, 10, 179.35, 0.20994, 0.014092, 0.36581, 0.013525, 0.015517, 10, 500, 0.1546, 3.2877
12830, -251.9034, 5.9617, 427.9, 0.36513, 0.035153, 2.5561, 0.049001, 0.021107, 9.5543, 286.7, 0.05, 2.8638
12831, -251.9040, 10, 357.81, 0.84465, 0.054978, 0.68218, 0.011705, 0.0241, 7.3822, 500, 0.069328, 2.9525
12832, -251.9051, 3.5887, 101.42, 0.1, 0.011677, 0.010356, 0.052765, 0.010175, 5.7247, 500, 0.05, 5
12833, -251.9278, 10, 168.83, 0.12838, 0.024576, 0.63036, 0.072432, 0.0062419, 10, 500, 0.05, 5
12834, -251.9331, 10, 92.984, 0.36567, 0.011093, 0.46859, 0.067681, 0.022696, 10, 500, 0.05, 5
12835, -251.9344, 10, 438.36, 0.28095, 0.059038, 2.1923, 0.081613, 0.024143, 4.4427, 500, 0.05, 5
12836, -251.9393, 10, 113.89, 0.23983, 0.001, 0.82161, 0.049511, 0.014212, 2.9056, 353.02, 0.05, 4.5466
12837, -251.9764, 10, 48.533, 0.15543, 0.21182, 5.9927, 0.01113, 0.0076104, 6.2505, 356.68, 0.078504, 5
12838, -252.0242, 3.0716, 25.475, 0.48095, 0.0035437, 1.6703, 0.034821, 0.014063, 10, 290.17, 0.10759, 5
12839, -252.0311, 7.2008, 170.81, 51.237, 0.19815, 1.5319, 0.11832, 0.051275, 10, 262.93, 0.05, 1.5
12840, -252.0318, 10, 58.321, 0.65565, 0.049301, 1.5287, 0.047717, 0.0064637, 10, 500, 0.082342, 1.5
12841, -252.0467, 3.5983, 100.7, 0.93588, 0.036603, 1.0966, 0.033795, 0.0042693, 9.3291, 500, 0.05, 5
12842, -252.0574, 10, 398.81, 0.27457, 0.001, 0.43422, 0.041115, 0.0077265, 10, 384.47, 0.05, 5
12843, -252.0637, 10, 242.27, 0.28157, 0.016976, 0.44187, 0.06339, 0.0045667, 10, 500, 0.086679, 2.976
12844, -252.0865, 10, 82.793, 0.26385, 0.0053124, 0.01, 0.075083, 0.021384, 8.1776, 244.39, 0.05, 4.9181
12845, -252.0873, 8.7941, 436.43, 0.21636, 0.052832, 1.8043, 0.079575, 0.017599, 4.6818, 500, 0.05, 3.5082
12846, -252.1216, 10, 35.869, 0.56666, 0.087747, 2.4401, 0.058809, 0.014796, 5.3817, 500, 0.10156, 1.7816
12847, -252.1352, 10, 118.2, 0.5281, 0.052452, 3.2471, 0.064806, 0.0056394, 7.4303, 493.38, 0.05, 5
12848, -252.1352, 10, 172.26, 0.13153, 0.010347, 0.1458, 0.068019, 0.0069919, 10, 336.34, 0.11686, 5
12849, -252.1840, 10, 3.2717, 0.39112, 0.0089961, 0.28058, 0.069184, 0.011225, 6.1901, 500, 0.05, 1.752
12850, -252.1875, 5.137, 10.109, 1.0057, 0.043495, 1.021, 0.054725, 0.02381, 4.1349, 500, 0.10766, 3.3866
12851, -252.2070, 8.8725, 730.28, 0.30157, 0.01632, 0.44419, 0.038611, 0.011673, 10, 500, 0.16794, 5
12852, -252.2187, 10, 426.62, 0.34041, 0.041323, 2.1982, 0.06567, 0.014001, 4.5528, 500, 0.12829, 5
12853, -252.2932, 10, 81.63, 0.98966, 0.022631, 0.2842, 0.049611, 0.018884, 7.4269, 500, 0.05, 5
12854, -252.3293, 5.2832, 13.01, 0.62928, 0.04491, 2.4707, 0.020975, 0.0048652, 9.6748, 500, 0.07832, 5
12855, -252.4014, 10, 74.005, 0.74457, 0.014647, 0.63854, 0.03214, 0.016889, 8.1152, 500, 0.14413, 4.6015
12856, -252.4194, 9.4143, 512.21, 0.30459, 0.016431, 0.10941, 0.08217, 0.021, 3.6289, 427.22, 0.05, 2.363
12857, -252.4853, 9.1397, 10.048, 0.12071, 0.056086, 0.075116, 0.065795, 0.012987, 1.9849, 387.89, 0.060121, 3.5272
12858, -252.4987, 5.2829, 311.27, 0.42669, 0.047096, 0.15573, 0.033913, 0.021959, 6.1278, 500, 0.16909, 2.1969
12859, -252.5196, 10, 35.876, 0.35159, 0.026077, 0.055604, 0.064337, 0.016631, 4.2338, 463.76, 0.084711, 5
12860, -252.5217, 10, 697.6, 0.21723, 0.28611, 8.0428, 0.077796, 0.017548, 10, 232.62, 0.14867, 1.5
12861, -252.5467, 5.5551, 626.55, 0.16134, 0.20183, 0.36937, 0.087103, 0.022022, 10, 500, 0.05, 5
12862, -252.5852, 10, 295.64, 0.1, 0.0033242, 0.50154, 0.041115, 0.0089155, 9.9424, 500, 0.13514, 4.1876
12863, -252.5877, 10, 800.44, 0.33478, 0.004311, 0.36282, 0.038012, 0.013392, 10, 500, 0.05, 1.5
12864, -252.6116, 10, 674.72, 0.5844, 0.011792, 0.49694, 0.040549, 0.010006, 8.2195, 432.41, 0.12914, 5
12865, -252.6393, 4.9423, 244.52, 0.54563, 0.052501, 2.7133, 0.049715, 0.020429, 8.7269, 219.47, 0.05, 5
12866, -252.6448, 2.6751, 42.779, 46.598, 0.22611, 1.8235, 0.17872, 0.041905, 10, 226.03, 0.08108, 5
12867, -252.6566, 10, 698.83, 0.22099, 0.0064364, 0.35732, 0.030435, 0.02438, 10, 500, 0.050479, 2.9554
12868, -252.6798, 10, 78.141, 0.62832, 0.020973, 1.1951, 0.05381, 0.020722, 10, 500, 0.11454, 3.2087
12869, -252.7011, 10, 184.87, 0.34665, 0.019794, 0.49742, 0.05831, 0.013071, 10, 500, 0.15267, 4.6966
12870, -252.7115, 10, 239.82, 0.27693, 0.098376, 0.077162, 0.059089, 0.01853, 9.3219, 500, 0.082763, 1.6101
12871, -252.7157, 10, 151.82, 0.68863, 0.027603, 0.57866, 0.070616, 0.023215, 8.9237, 500, 0.05, 5
12872, -252.7290, 10, 185.64, 0.11418, 0.019178, 0.19987, 0.033952, 0.006408, 10, 500, 0.15571, 3.6283
12873, -252.7340, 10, 352.21, 0.47642, 0.051809, 0.065395, 0.0475, 0.0084309, 10, 500, 0.05, 5
12874, -252.7770, 10, 265.29, 0.12609, 0.030753, 0.87556, 0.073319, 0.0067249, 9.7264, 500, 0.14882, 5
12875, -252.7936, 1.5579, 38.597, 0.10478, 0.010103, 0.08303, 0.074268, 0.012959, 10, 500, 0.15907, 5
12876, -252.7968, 7.2952, 60.497, 1.0335, 0.054541, 1.798, 0.018536, 0.014424, 4.688, 399.13, 0.16223, 5
12877, -252.8178, 10, 16.813, 0.88976, 0.027796, 2.2566, 0.0083396, 0.012411, 1.8248, 500, 0.054637, 1.6554
12878, -252.8190, 10, 180.18, 0.17704, 0.038426, 0.74942, 0.045604, 0.014574, 8.2086, 500, 0.15251, 3.1913
12879, -252.8422, 8.0966, 61.869, 1.0402, 0.037194, 0.044594, 0.039835, 0.0062145, 10, 424.02, 0.10672, 5
12880, -252.8755, 8.6696, 9.3457, 0.53758, 0.058724, 3.3077, 0.07009, 0.012532, 8.0708, 500, 0.05, 3.6844
12881, -252.8790, 6.3318, 507.55, 0.11937, 0.0040442, 0.43063, 0.062268, 0.0067514, 10, 444.21, 0.094666, 4.3764
12882, -252.8805, 10, 2.5846, 1.0282, 0.012162, 1.3819, 0.077532, 0.013453, 10, 500, 0.05, 2.0663
12883, -252.8972, 5.1327, 439.31, 0.1, 0.059366, 2.2939, 0.033525, 0.0075825, 10, 500, 0.05, 1.8344
12884, -252.9147, 1.9951, 15.321, 24.681, 0.36853, 0.33218, 0.031504, 0.047114, 8.2299, 265.12, 0.058071, 5
12885, -252.9159, 6.7312, 6.756, 0.57777, 0.057711, 0.50434, 0.085622, 0.0091018, 10, 399.27, 0.08477, 3.647
12886, -252.9275, 10, 238.82, 0.10977, 0.06036, 0.39596, 0.060475, 0.017875, 9.5186, 500, 0.05, 5
12887, -252.9297, 4.5477, 386.65, 0.19718, 0.0031833, 0.24492, 0.054464, 0.018437, 9.3627, 500, 0.05, 2.3922
12888, -252.9681, 10, 230.11, 0.54974, 0.01728, 1.7158, 0.01231, 0.012001, 10, 500, 0.10876, 5
12889, -252.9707, 10, 188.38, 0.57126, 0.034464, 0.86377, 0.067124, 0.023972, 9.9948, 100, 0.14206, 1.5
12890, -252.9996, 1.8362, 140.74, 0.4368, 0.014545, 0.27804, 0.039157, 0.0093691, 10, 500, 0.13261, 1.5
12891, -253.0509, 9.0371, 282.95, 0.1, 0.021395, 0.12579, 0.035517, 0.0040274, 10, 500, 0.093794, 3.7843
12892, -253.1287, 10, 462.98, 0.12277, 0.017581, 0.34054, 0.05999, 0.018434, 6.6269, 218.21, 0.16546, 5
12893, -253.1307, 10, 427.3, 0.39375, 0.0090908, 0.53611, 0.01643, 0.0093255, 10, 500, 0.05, 1.5
12894, -253.1590, 10, 230.92, 1.0662, 0.0097734, 1.121, 0.081446, 0.011237, 2.5463, 500, 0.09189, 4.7501
12895, -253.1888, 10, 282.95, 0.1, 0.0022348, 0.049097, 0.062692, 0.0049859, 4.6205, 398.46, 0.10653, 5
12896, -253.2546, 2.8903, 261.04, 0.35014, 0.053041, 1.7118, 0.052925, 0.02018, 10, 259.61, 0.05, 5
12897, -253.2807, 10, 396.57, 0.454, 0.050082, 3.2415, 0.040279, 0.017883, 5.4509, 474.55, 0.05, 5
12898, -253.3072, 10, 137.67, 0.69621, 0.050636, 0.72789, 0.060981, 0.0067948, 9.5176, 461.75, 0.05, 3.7869
12899, -253.3140, 4.4991, 3.4454, 0.44608, 0.030753, 1.7785, 0.043708, 0.024055, 5.823, 500, 0.05, 4.5691
12900, -253.3380, 10, 62.784, 0.86199, 0.030753, 0.086708, 0.037331, 0.018356, 7.2361, 500, 0.05, 2.5127
12901, -253.3498, 3.232, 137.04, 0.87449, 0.029882, 0.24484, 0.028112, 0.024003, 3.8814, 500, 0.086026, 4.9601
12902, -253.3596, 5.652, 144.55, 0.18808, 0.051327, 2.6209, 0.062646, 0.0097686, 7.0283, 247.29, 0.05, 4.0347
12903, -253.3625, 10, 283.84, 0.48222, 0.04272, 2.793, 0.046236, 0.0080689, 3.8076, 500, 0.11432, 5
12904, -253.3711, 10, 211.8, 0.9333, 0.059985, 1.798, 0.032648, 0.0067173, 9.8114, 441.9, 0.13153, 2.2243
12905, -253.3772, 5.6177, 279.6, 0.9873, 0.0076731, 1.9153, 0.049508, 0.017551, 6.5571, 500, 0.070738, 1.9769
12906, -253.3957, 6.703, 288.56, 0.91005, 0.019373, 2.2015, 0.081647, 0.013866, 4.3782, 448.28, 0.087508, 5
12907, -253.4167, 5.0543, 248.86, 26.091, 1.0067, 1.5347, 0.089287, 0.038598, 5.4929, 425.17, 0.1866, 4.649
12908, -253.4485, 10, 30.684, 0.50781, 0.052871, 1.6362, 0.069779, 0.0082076, 10, 493.38, 0.05, 1.5
12909, -253.4554, 4.2829, 394.12, 0.59407, 0.0091977, 0.44758, 0.041115, 0.015679, 10, 500, 0.12082, 4.8414
12910, -253.4742, 10, 353.48, 0.35924, 0.0070855, 0.18582, 0.065705, 0.0062035, 10, 350.92, 0.05, 5
12911, -253.6100, 9.6922, 745.62, 0.47171, 0.018687, 0.27353, 0.080669, 0.019002, 5.9931, 440.64, 0.05, 4.4339
12912, -253.6512, 8.0615, 190.39, 1.025, 0.050029, 0.58658, 0.070781, 0.024542, 9.3415, 500, 0.05, 3.5605
12913, -253.6649, 1.1331, 49.201, 0.49971, 0.053452, 2.4543, 0.015357, 0.018604, 10, 500, 0.10836, 5
12914, -253.6794, 10, 64.096, 0.1, 0.032578, 1.3485, 0.072323, 0.0066805, 7.4484, 500, 0.05, 1.5
12915, -253.6882, 4.9581, 381.52, 17.355, 0.043508, 0.91644, 0.21637, 0.078128, 4.3875, 286.68, 0.05, 5
12916, -253.6991, 10, 422.07, 0.42981, 0.029213, 2.0981, 0.044743, 0.018195, 6.9443, 472.19, 0.14632, 5
12917, -253.7251, 10, 71.642, 30.28, 0.055567, 1.5645, 0.10474, 0.054223, 8.4677, 247.69, 0.05, 5
12918, -253.7509, 10, 317.08, 0.51877, 0.18898, 8.1406, 0.029196, 0.0038359, 10, 500, 0.093911, 5
12919, -253.7723, 8.3205, 398.75, 0.12564, 0.042302, 1.9042, 0.065211, 0.0047451, 6.813, 500, 0.11781, 4.5083
12920, -253.7916, 3.0543, 88.702, 0.30157, 0.0061472, 0.18028, 0.025631, 0.0042032, 10, 500, 0.12968, 5
12921, -253.7924, 4.0589, 29.669, 0.2933, 0.014291, 0.01, 0.035345, 0.022821, 10, 500, 0.060198, 1.5
12922, -253.8317, 10, 155.94, 0.1, 0.013306, 0.30978, 0.032191, 0.0046446, 7.4029, 500, 0.11447, 2.4485
12923, -253.8467, 10, 309.07, 0.70868, 0.020552, 2.0137, 0.056226, 0.0096849, 6.2345, 396.64, 0.14052, 5
12924, -253.8546, 0.95938, 224.24, 0.1, 0.03391, 0.068546, 0.079605, 0.0068182, 8.9554, 500, 0.096076, 5
12925, -253.8557, 10, 260.19, 0.37556, 0.32966, 8.6334, 0.023175, 0.021346, 8.8745, 247.32, 0.05, 5
12926, -253.8749, 4.2164, 73.636, 0.5537, 0.014307, 0.72111, 0.086213, 0.005371, 9.2931, 500, 0.099453, 5
12927, -253.8787, 8.4542, 18.655, 0.35374, 0.013825, 0.21022, 0.053274, 0.0117, 10, 500, 0.05, 3.3367
12928, -253.8795, 10, 381.04, 0.98951, 0.052021, 2.6299, 0.027902, 0.0080683, 6.0717, 500, 0.05, 1.5
12929, -253.8842, 10, 280.8, 0.53856, 0.01956, 1.2862, 0.04315, 0.009331, 3.8287, 500, 0.05, 1.6912
12930, -253.8952, 5.3617, 566.74, 0.34783, 0.017983, 0.53831, 0.041115, 0.019949, 10, 500, 0.098633, 5
12931, -253.9008, 3.404, 162.32, 36.409, 0.13188, 17.829, 0.24888, 0.039003, 4.9223, 237.54, 0.05064, 5
12932, -253.9210, 10, 13.036, 0.99904, 0.028357, 0.2781, 0.024374, 0.012411, 5.823, 500, 0.16139, 5
12933, -253.9511, 10, 659.21, 0.1, 0.0070828, 0.25076, 0.071459, 0.023639, 6.5516, 500, 0.05, 1.5
12934, -254.0191, 10, 241.64, 0.92505, 0.056794, 1.8116, 0.04315, 0.014209, 2.833, 500, 0.05, 5
12935, -254.0360, 4.1147, 233.46, 2.6073, 0.67039, 0.043328, 0.089287, 0.034509, 2.3142, 339.81, 0.17795, 4.245
12936, -254.0464, 10, 74.614, 0.36307, 0.0074785, 2.9721, 0.081222, 0.024478, 5.823, 298.95, 0.12095, 4.4666
12937, -254.0542, 10, 64.008, 0.75832, 0.04659, 3.1006, 0.03496, 0.018114, 3.2219, 500, 0.14343, 3.282
12938, -254.0607, 10, 58.934, 0.21568, 0.01062, 0.14404, 0.038123, 0.0095271, 6.273, 264.8, 0.05, 5
12939, -254.0758, 2.6737, 78.418, 0.41486, 0.0051989, 0.2264, 0.046544, 0.0085505, 10, 500, 0.15319, 3.5614
12940, -254.0967, 5.9721, 6.1153, 0.1, 0.013237, 0.3076, 0.074546, 0.01934, 9.3627, 347.91, 0.05, 3.9514
12941, -254.1051, 10, 644.4, 0.1, 0.23682, 0.76022, 0.059893, 0.021903, 3.509, 442.79, 0.11731, 1.5
12942, -254.1430, 7.6709, 658.13, 0.1, 0.0051147, 0.23319, 0.039474, 0.010064, 10, 490.08, 0.12333, 2.8371
12943, -254.1459, 10, 324.19, 0.42432, 0.052741, 1.5569, 0.049182, 0.02475, 5.8979, 495.24, 0.12532, 1.5
12944, -254.1493, 10, 19.195, 0.27896, 0.067416, 4.9838, 0.043442, 0.011317, 10, 247.04, 0.05, 2.9285
12945, -254.1497, 10, 99.269, 6.7522, 0.44293, 7.2635, 0.31384, 0.098227, 5.8329, 148.47, 0.14843, 5
