Rank, Fitness, kfsr, krsr, kfmm, krmm, kfmx, krmx, kfc, krc, kfxx, krxx, eMLoop, eDF, kfdd, stimUpSR, S0, R0, X0, C0, kfcm, krcm, eCA, kclus, eDLoop
11, -2.7684, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.043865, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.053642,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
12, -2.7688, 0.027998, 8.7301, 0.021959, 448.67, 3.408, 1.483, 0.36042, 0.024904, 5.8316, 0.035514, 10, 0.002695, 0.019807, 1.0182, 4.4482, 438.81, 0.05,6.363, 1e-26,119.99,1.6426, 1e-26, 0.15907
13, -2.7696, 0.027998, 7.991, 0.022438, 448.67, 3.1577, 1.4515, 0.24517, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 3.4506, 518.06, 0.064396,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
14, -2.7703, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 0.727, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.055151,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
15, -2.7748, 0.027998, 8.7301, 0.017536, 390.21, 3.408, 1.0581, 0.24538, 0.033154, 5.1936, 0.065402, 10, 0.002695, 0.016794, 1.0182, 4.4482, 518.06, 0.05,9.6359, 1e-26,119.99,1.6426, 1e-26, 0.15907
16, -2.7797, 0.027998, 6.1837, 0.022438, 448.67, 3.408, 0.72596, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.1458, 397.35, 0.054743,10, 1e-26,119.99,2.3635, 1e-26, 0.15907
17, -2.7800, 0.018986, 8.7301, 0.018971, 371.7, 3.408, 0.68366, 0.24538, 0.024904, 3.8905, 0.040298, 10, 0.0040194, 0.016062, 1.0182, 4.4482, 703.79, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
18, -2.7831, 0.027998, 8.7301, 0.017126, 350.39, 3.9785, 1.0581, 0.24538, 0.026418, 5.038, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,5.9537, 1e-26,119.99,1.6426, 1e-26, 0.10875
19, -2.7832, 0.027998, 8.7301, 0.022438, 667.78, 3.408, 1.0581, 0.24538, 0.026035, 3.8905, 0.036095, 6.6531, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.052446,10, 1e-26,132.76,1.6426, 1e-26, 0.15907
20, -2.7839, 0.027998, 8.7301, 0.022438, 632.63, 3.408, 1.0581, 0.24538, 0.031198, 3.8905, 0.059997, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.060184,10, 1e-26,119.99,1.7396, 1e-26, 0.15907
21, -2.7868, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 4.6514, 0.065402, 10, 0.0017466, 0.016062, 1.0182, 4.4482, 518.06, 0.050502,10, 1e-26,119.99,1.6426, 1e-26, 0.19527
22, -2.7870, 0.027998, 8.7301, 0.022438, 448.67, 3.7687, 0.97524, 0.24538, 0.024904, 5.1244, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
23, -2.7876, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.3663, 0.074779, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.12298
24, -2.7891, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.4549, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.8006, 1e-26, 0.15907
25, -2.7892, 0.027998, 8.7301, 0.024429, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.4089, 0.065402, 10, 0.002583, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,104.59,1.6426, 1e-26, 0.15907
26, -2.7893, 0.027998, 8.7301, 0.018843, 642.44, 3.408, 1.0581, 0.24538, 0.024904, 5.813, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,60.094,1.6426, 1e-26, 0.15907
27, -2.7909, 0.027998, 8.7301, 0.022438, 548.05, 3.408, 1.0581, 0.24538, 0.024904, 5.1623, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,174.1,1.6426, 1e-26, 0.15907
28, -2.7920, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.0606, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,7.9037, 1e-26,119.99,1.6426, 1e-26, 0.18575
29, -2.7931, 0.03363, 10.377, 0.022438, 333.78, 3.408, 1.0581, 0.24538, 0.024904, 5.3337, 0.065402, 10, 0.002695, 0.016062, 1.0451, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
30, -2.7937, 0.027998, 8.7301, 0.022438, 448.67, 3.0908, 1.0581, 0.24538, 0.024904, 5.2825, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.13352
31, -2.7946, 0.027998, 8.7301, 0.014472, 448.67, 3.408, 1.0581, 0.24538, 0.022704, 5.503, 0.070589, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,117.64,1.6426, 1e-26, 0.15907
32, -2.7956, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 4.8323, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,8.9918, 1e-26,119.99,1.3779, 1e-26, 0.15907
33, -2.7972, 0.030418, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.5993, 0.069419, 10, 0.002695, 0.010486, 1.0182, 4.4482, 393.79, 0.05,10, 1e-26,120.06,1.6426, 1e-26, 0.15907
34, -2.7974, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 571.86, 0.054275,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
35, -2.7976, 0.027998, 7.2177, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.7349, 0.065402, 10, 0.0031421, 0.016062, 1.0182, 4.4482, 439.57, 0.05,10, 1e-26,74.825,1.6426, 1e-26, 0.15907
36, -2.7996, 0.027998, 8.7301, 0.031137, 448.67, 3.408, 1.0469, 0.24538, 0.024904, 4.6333, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,150.52,0.83663, 1e-26, 0.15907
37, -2.8001, 0.028366, 8.7301, 0.022438, 565.33, 3.408, 1.0581, 0.25678, 0.024904, 4.9745, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.1894
38, -2.8008, 0.027998, 8.7301, 0.012619, 448.67, 3.408, 1.0581, 0.24253, 0.024904, 4.5988, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
39, -2.8023, 0.027998, 8.7301, 0.022438, 448.67, 4.5721, 1.4501, 0.24538, 0.021308, 5.5374, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.10484
40, -2.8031, 0.027998, 8.7301, 0.01233, 448.67, 3.408, 1.0581, 0.30316, 0.024904, 4.5209, 0.065402, 10, 0.002695, 0.018682, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
41, -2.8034, 0.023868, 8.7301, 0.028354, 448.67, 3.408, 1.0581, 0.35641, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016863, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.4263, 1e-26, 0.22329
42, -2.8047, 0.027998, 10.357, 0.022438, 448.67, 3.408, 0.71715, 0.24538, 0.024904, 5.108, 0.068463, 10, 0.002695, 0.016062, 1.0182, 5.8494, 518.06, 0.05,10, 1e-26,137.64,1.2974, 1e-26, 0.15907
43, -2.8075, 0.028118, 10.891, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.045093, 10, 0.0026443, 0.016062, 1.0182, 4.4482, 588.82, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
44, -2.8075, 0.027998, 12.034, 0.015502, 428.07, 3.4169, 1.0581, 0.24538, 0.024904, 3.8905, 0.04099, 10, 0.002695, 0.016062, 1.2119, 6.295, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
45, -2.8083, 0.027998, 9.2295, 0.022438, 448.67, 3.6434, 1.0581, 0.24538, 0.024904, 3.8905, 0.049607, 10, 0.001606, 0.016062, 1, 4.4482, 518.06, 0.05,7.5881, 1e-26,119.99,1.6426, 1e-26, 0.15907
46, -2.8090, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.20243, 0.030396, 4.5821, 0.065402, 10, 0.0016339, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
47, -2.8092, 0.027998, 8.7301, 0.018698, 398.25, 3.408, 1.0581, 0.24538, 0.024904, 4.7276, 0.034886, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.17686
48, -2.8092, 0.027998, 8.7301, 0.018386, 448.67, 3.408, 1.0581, 0.24538, 0.01985, 4.8721, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
49, -2.8093, 0.027998, 8.7301, 0.022438, 367.28, 3.408, 1.0581, 0.24538, 0.024904, 4.3656, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
50, -2.8096, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.542, 0.24538, 0.024904, 5.7838, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
51, -2.8114, 0.027998, 8.7301, 0.022438, 568.49, 5.009, 1.0581, 0.24538, 0.024921, 3.8905, 0.065402, 10, 0.0037056, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
52, -2.8116, 0.027998, 8.7301, 0.022438, 448.67, 4.043, 0.85199, 0.24538, 0.024904, 3.8905, 0.035865, 10, 0.0036007, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
53, -2.8118, 0.027998, 8.7301, 0.022438, 448.67, 4.9659, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.0025253, 0.016062, 1.2576, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
54, -2.8125, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 0.92777, 0.31374, 0.024904, 3.5108, 0.049001, 10, 0.0033927, 0.016062, 1.0182, 3.7303, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
55, -2.8128, 0.027998, 8.7869, 0.022438, 448.67, 3.5771, 1.0581, 0.24538, 0.021454, 3.8905, 0.041319, 10, 0.002695, 0.016062, 1.0182, 4.2795, 518.06, 0.05,8.9724, 1e-26,119.99,2.0509, 1e-26, 0.15907
56, -2.8129, 0.027998, 8.7301, 0.022438, 281.63, 3.408, 1.0581, 0.24538, 0.036207, 3.8905, 0.048927, 7.2148, 0.0028308, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.22443
57, -2.8131, 0.027998, 8.7301, 0.02502, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.039358, 10, 0.0019874, 0.016062, 1.3588, 2.9844, 684.09, 0.05,8.0922, 1e-26,120.4,1.6426, 1e-26, 0.16595
58, -2.8142, 0.027998, 8.7301, 0.022438, 448.67, 4.6938, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.19428
59, -2.8149, 0.028756, 8.7301, 0.022438, 448.67, 4.9235, 1.0581, 0.24538, 0.024904, 3.8905, 0.052984, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,86.343,1.6426, 1e-26, 0.2238
60, -2.8155, 0.027998, 8.7301, 0.022438, 307.02, 4.5705, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.2382, 4.4482, 518.06, 0.05,10, 1e-26,119.99,2.25, 1e-26, 0.15907
61, -2.8156, 0.027998, 8.7301, 0.022438, 358.59, 4.5613, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.0024981, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
62, -2.8169, 0.027998, 8.7301, 0.022438, 225.3, 4.4485, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,2.1446, 1e-26, 0.15907
63, -2.8176, 0.027998, 8.7301, 0.022438, 448.67, 4.9082, 0.74742, 0.28177, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.018616, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15844
64, -2.8182, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 5.5696, 0.033182, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.17336
65, -2.8193, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 4.1572, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
66, -2.8194, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.042488, 10, 0.0019495, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.3109, 1e-26, 0.15907
67, -2.8195, 0.027998, 8.7931, 0.022438, 448.67, 3.408, 0.86896, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.00176, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
68, -2.8196, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.043268, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,153.41,0.87376, 1e-26, 0.15907
69, -2.8197, 0.028499, 8.7301, 0.022438, 448.67, 4.5431, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
70, -2.8198, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.035545, 4.3788, 0.065402, 10, 0.0015853, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
71, -2.8205, 0.027998, 11.579, 0.015683, 445.15, 3.408, 1.0581, 0.28049, 0.024904, 3.8905, 0.04919, 10, 0.002695, 0.016062, 1.1166, 4.4482, 670.4, 0.05,7.533, 1e-26,119.99,1.1361, 1e-26, 0.088625
72, -2.8215, 0.027998, 8.7301, 0.015506, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.047752, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,6.4278, 1e-26,65.662,1.6426, 1e-26, 0.15907
73, -2.8218, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.5059, 0.24538, 0.024904, 5.0026, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,6.5803, 1e-26,119.99,1.6426, 1e-26, 0.15907
74, -2.8219, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.04985, 9.8312, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,166.99,1.6426, 1e-26, 0.11313
75, -2.8226, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.34004, 0.024904, 4.4457, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
76, -2.8226, 0.027998, 8.7301, 0.022006, 448.67, 3.408, 0.89339, 0.24538, 0.025275, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.4486, 1e-26, 0.15907
77, -2.8227, 0.027998, 8.7301, 0.022438, 385.54, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.041656, 10, 0.002695, 0.016062, 1.2221, 6.5934, 392.39, 0.05,10, 1e-26,119.99,1.9652, 1e-26, 0.11934
78, -2.8233, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 0.91419, 0.24538, 0.024904, 3.4308, 0.044218, 10, 0.0013969, 0.016062, 1.0182, 4.4482, 518.06, 0.057568,6.1225, 1e-26,119.99,1.6426, 1e-26, 0.15907
79, -2.8240, 0.027998, 8.7301, 0.022438, 233.8, 3.408, 1.0581, 0.24538, 0.024904, 4.3718, 0.086723, 10, 0.002695, 0.016062, 1.1217, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
80, -2.8243, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 0.91099, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.0024403, 0.015987, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,151.08,1.8714, 1e-26, 0.15907
81, -2.8248, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 3.8882, 0.052586, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
82, -2.8254, 0.022104, 6.6352, 0.022438, 462.54, 4.7955, 1.0581, 0.26033, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,2.2184, 1e-26, 0.15907
83, -2.8258, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.478, 0.35035, 0.024904, 4.9612, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,9.4835, 1e-26,119.99,2.0173, 1e-26, 0.15907
84, -2.8266, 0.027998, 8.7301, 0.022438, 448.67, 4.1832, 1.1567, 0.24538, 0.024372, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
85, -2.8284, 0.027998, 7.2172, 0.022438, 448.67, 4.3691, 1.0581, 0.24538, 0.024649, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 449.62, 0.05,10, 1e-26,147.08,1.6426, 1e-26, 0.15907
86, -2.8290, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.1512, 0.24538, 0.030896, 3.8905, 0.041789, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.3437, 1e-26, 0.15907
87, -2.8295, 0.027998, 8.7301, 0.022438, 557.73, 3.408, 1.0581, 0.24538, 0.024904, 4.3893, 0.065402, 10, 0.002695, 0.018523, 1.0182, 5.2173, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.084878
88, -2.8296, 0.027998, 8.7301, 0.022438, 246.12, 3.408, 0.98047, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.2124, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.8771, 1e-26, 0.15907
89, -2.8299, 0.027998, 8.7301, 0.022438, 448.67, 3.7012, 1.0675, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.17153
90, -2.8301, 0.027998, 8.7301, 0.022438, 448.67, 3.66, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,160.94,1.6426, 1e-26, 0.15907
91, -2.8306, 0.027998, 8.4213, 0.021232, 448.67, 3.408, 1.0581, 0.24538, 0.024904, 4.055, 0.065402, 10, 0.002695, 0.016062, 1, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
92, -2.8307, 0.028009, 8.7301, 0.022438, 432.23, 3.408, 0.93774, 0.24538, 0.024904, 3.8905, 0.058762, 10, 0.002695, 0.014256, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
93, -2.8310, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.26356, 0.024904, 3.8905, 0.065402, 9.2394, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.2206, 1e-26, 0.15907
94, -2.8344, 0.027998, 8.7301, 0.023524, 448.67, 3.4859, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,8.5015, 1e-26,119.99,1.6426, 1e-26, 0.21748
95, -2.8348, 0.027998, 8.7301, 0.022438, 448.67, 3.408, 1.0581, 0.28471, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,5.405, 1e-26,119.99,1.6426, 1e-26, 0.15907
96, -2.8351, 0.027998, 8.7301, 0.029092, 286.4, 3.408, 1.0581, 0.26154, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,149.56,1.6426, 1e-26, 0.15907
97, -2.8353, 0.027998, 8.7301, 0.022438, 448.67, 3.4529, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.0013635, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.2126, 1e-26, 0.15907
98, -2.8359, 0.027998, 8.7301, 0.018929, 448.67, 3.408, 1.0581, 0.29585, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.015873, 1.3777, 4.4482, 518.06, 0.05,10, 1e-26,119.99,1.6426, 1e-26, 0.15907
99, -2.8362, 0.027998, 8.7301, 0.022438, 513.49, 3.408, 1.0581, 0.31616, 0.024904, 3.8905, 0.065402, 10, 0.002125, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,145.36,1.6426, 1e-26, 0.15635
100, -2.8364, 0.027998, 8.7301, 0.022438, 328.53, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.4432, 4.4482, 518.06, 0.05,9.9986, 1e-26,119.99,1.6426, 1e-26, 0.15907
101, -2.8365, 0.027998, 8.7301, 0.031449, 244.39, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,143.87,1.6426, 1e-26, 0.15907
102, -2.8366, 0.027998, 8.7301, 0.025233, 369.72, 3.408, 1.0581, 0.24538, 0.024904, 3.8905, 0.065402, 10, 0.002695, 0.016062, 1.0182, 4.4482, 518.06, 0.05,10, 1e-26,174.34,1.6426, 1e-26, 0.15907
